NUTS,SOUCET_HLASU,ZAPSANI_VOLICI,Strana zelených_votes,Švýcarská demokracie_votes,VOLNÝ blok_votes,Svoboda a př. demokracie (SPD)_votes,Česká str.sociálně demokrat._votes,Volte Pr.Blok www.cibulka.net_votes,ALIANCE NÁRODNÍCH SIL_votes,Trikolora Svobodní Soukromníci_votes,Aliance pro budoucnost_votes,Hnutí Prameny_votes,Levice_votes,PŘÍSAHA Roberta Šlachty_votes,"SPOLU – ODS, KDU-ČSL, TOP 09_votes",SENIOŘI 21_votes,Urza.cz: Nechceme vaše hlasy_votes,Koruna Česká (monarch.strana)_votes,PIRÁTI a STAROSTOVÉ_votes,Komunistická str.Čech a Moravy_votes,Moravské zemské hnutí_votes,ANO 2011_votes,Otevřeme ČR normálnímu životu_votes,Moravané_votes,Strana zelených_perc,Švýcarská demokracie_perc,VOLNÝ blok_perc,Svoboda a př. demokracie (SPD)_perc,Česká str.sociálně demokrat._perc,Volte Pr.Blok www.cibulka.net_perc,ALIANCE NÁRODNÍCH SIL_perc,Trikolora Svobodní Soukromníci_perc,Aliance pro budoucnost_perc,Hnutí Prameny_perc,Levice_perc,PŘÍSAHA Roberta Šlachty_perc,"SPOLU – ODS, KDU-ČSL, TOP 09_perc",SENIOŘI 21_perc,Urza.cz: Nechceme vaše hlasy_perc,Koruna Česká (monarch.strana)_perc,PIRÁTI a STAROSTOVÉ_perc,Komunistická str.Čech a Moravy_perc,Moravské zemské hnutí_perc,ANO 2011_perc,Otevřeme ČR normálnímu životu_perc,Moravané_perc
CZ0201,773,1061,6,3,6,42,62,0,0,9,1,0,0,22,234,1,1,1,141,26,0,215,3,0,8.462,5.723999999999999,11.179,63.095,67.315,0,0.0,16.797,2.174,0.0,0.0,49.496,361.446,2.174,2.703,0.82,242.976,51.073,0.0,308.506,6.063,0.0
CZ0202,282,419,2,2,4,35,30,0,1,6,1,1,0,14,71,0,0,0,45,5,0,64,1,0,1.25,3.434,3.958,34.245000000000005,31.836,0,0.625,8.125,0.625,0.625,0.0,11.667,78.576,0.0,0.0,0.0,59.454,3.851,0.0,61.103,0.625,0.0
CZ0203,424,672,3,2,12,57,10,0,1,13,1,1,0,17,104,2,0,1,64,13,0,114,9,0,2.992,3.101,13.844999999999999,86.265,16.297,0,0.662,20.966,0.662,0.662,0.0,19.428,140.16,2.941,0.0,2.439,84.234,19.990000000000002,0.0,172.076,13.279,0.0
CZ0204,1581,2274,13,2,15,167,80,0,1,53,4,2,0,74,328,2,0,3,331,66,0,432,8,0,13.346,2.558,14.578,172.703,98.244,0,0.671,56.275,4.064,2.465,0.0,77.064,335.516,3.592,0.0,2.992,344.02,72.044,0.0,488.739,11.122,0.0
CZ0205,419,545,1,2,0,44,24,0,0,12,2,1,0,12,99,1,0,3,91,18,0,109,0,0,1.667,5.552,0.0,89.545,50.089,0,0.0,24.243,5.448,1.852,0.0,25.068,187.211,0.98,0.0,7.115,152.591,30.134,0.0,218.507,0.0,0.0
CZ0206,321,497,1,5,0,37,9,0,0,9,2,1,0,14,82,0,2,0,42,13,0,104,0,0,1.961,5.735,0.0,48.09,10.306999999999999,0,0.0,11.569,3.922,1.429,0.0,18.608,100.022,0.0,2.372,0.0,53.854,14.931000000000001,0.0,127.2,0.0,0.0
CZ0207,1464,2103,21,5,7,191,81,0,2,29,5,2,0,67,387,2,5,2,253,50,0,344,11,0,21.913,3.17,8.671,226.846,90.321,0,2.7110000000000003,37.759,3.412,0.543,0.0,69.051,455.604,3.5620000000000003,10.437999999999999,2.345,294.621,55.838,0.0,402.618,10.582,0.0
CZ0208,1049,1527,15,3,20,126,52,0,0,33,2,1,0,40,226,4,1,2,140,32,0,344,8,0,17.477,2.2649999999999997,24.242,135.96,60.433,0,0.0,38.591,1.976,1.37,0.0,46.197,252.31400000000002,11.082,1.053,1.582,165.30100000000002,52.382,0.0,377.712,10.059000000000001,0.0
CZ0209,485,702,4,0,2,51,21,0,0,9,1,0,0,35,131,0,0,0,83,13,0,129,6,0,1.747,0.0,3.279,56.638000000000005,22.115000000000002,0,0.0,11.625,2.174,0.0,0.0,32.162,111.589,0.0,0.0,0.0,88.295,22.320999999999998,0.0,141.277,6.778,0.0
CZ020A,53,79,0,2,4,2,2,0,0,1,0,0,0,0,23,1,0,0,9,1,0,7,1,0,0.0,3.774,7.547,3.774,3.774,0,0.0,1.887,0.0,0.0,0.0,0.0,43.396,1.887,0.0,0.0,16.981,1.887,0.0,13.208,1.887,0.0
