NUTS,SOUCET_HLASU,ZAPSANI_VOLICI,Strana zelených_votes,Švýcarská demokracie_votes,VOLNÝ blok_votes,Svoboda a př. demokracie (SPD)_votes,Česká str.sociálně demokrat._votes,Volte Pr.Blok www.cibulka.net_votes,ALIANCE NÁRODNÍCH SIL_votes,Trikolora Svobodní Soukromníci_votes,Aliance pro budoucnost_votes,Hnutí Prameny_votes,Levice_votes,PŘÍSAHA Roberta Šlachty_votes,"SPOLU – ODS, KDU-ČSL, TOP 09_votes",SENIOŘI 21_votes,Urza.cz: Nechceme vaše hlasy_votes,Koruna Česká (monarch.strana)_votes,PIRÁTI a STAROSTOVÉ_votes,Komunistická str.Čech a Moravy_votes,Moravské zemské hnutí_votes,ANO 2011_votes,Otevřeme ČR normálnímu životu_votes,Moravané_votes,Strana zelených_perc,Švýcarská demokracie_perc,VOLNÝ blok_perc,Svoboda a př. demokracie (SPD)_perc,Česká str.sociálně demokrat._perc,Volte Pr.Blok www.cibulka.net_perc,ALIANCE NÁRODNÍCH SIL_perc,Trikolora Svobodní Soukromníci_perc,Aliance pro budoucnost_perc,Hnutí Prameny_perc,Levice_perc,PŘÍSAHA Roberta Šlachty_perc,"SPOLU – ODS, KDU-ČSL, TOP 09_perc",SENIOŘI 21_perc,Urza.cz: Nechceme vaše hlasy_perc,Koruna Česká (monarch.strana)_perc,PIRÁTI a STAROSTOVÉ_perc,Komunistická str.Čech a Moravy_perc,Moravské zemské hnutí_perc,ANO 2011_perc,Otevřeme ČR normálnímu životu_perc,Moravané_perc
CZ010,1253,1846,11,2,9,46,49,1,0,43,1,3,0,40,529,1,3,1,294,20,0,197,3,0,3.303,0.512,3.176,15.006,17.076999999999998,0.282,0.0,14.471,0.292,0.794,0.0,12.66,167.697,0.282,0.83,0.292,94.68,6.882,0.0,60.575,1.1869999999999998,0.0
CZ0201,2918,4107,18,18,13,220,195,0,0,70,8,4,0,132,776,6,5,8,475,121,0,836,13,0,18.141000000000002,23.278,15.459,214.534,198.959,0.0,0.0,76.289,5.715,3.68,0.0,142.652,848.189,6.644,7.009,8.163,529.553,133.434,0.0,855.275,13.025,0.0
CZ0202,1815,2595,13,5,24,161,113,0,2,57,3,3,0,124,458,1,1,7,288,88,0,454,13,0,13.853,5.4510000000000005,21.027,127.37,88.76,0.0,1.008,38.787,1.621,1.577,0.0,78.505,376.596,0.383,1.587,4.216,247.046,51.239,0.0,331.173,9.791,0.0
CZ0203,4334,6815,44,26,47,491,197,0,4,98,6,2,0,242,1046,5,3,13,731,192,0,1157,30,0,30.749,19.079,35.087,348.8,121.705,0.0,1.318,72.014,2.994,0.9570000000000001,0.0,135.324,663.0120000000001,4.7749999999999995,0.667,13.926,418.925,122.576,0.0,776.163,31.926000000000002,0.0
CZ0204,4586,6689,28,20,52,474,219,0,3,115,7,4,0,197,858,5,5,11,984,235,0,1346,23,0,22.856,20.64,40.71,399.721,177.28,0.0,3.914,94.983,6.393,6.066,0.0,168.28799999999998,721.674,5.841,4.259,9.14,780.21,180.529,0.0,1137.33,20.158,0.0
CZ0205,3040,4400,13,14,30,270,202,0,2,69,7,9,0,104,631,9,4,6,591,159,0,907,13,0,11.164,16.997,29.407,308.855,253.816,0.0,2.268,82.635,9.111,10.44,0.0,118.851,688.14,8.667,5.861,14.311,625.917,159.752,0.0,1037.784,16.026,0.0
CZ0206,1535,2336,11,17,20,184,66,0,0,38,7,2,0,78,365,5,2,3,234,61,0,437,5,0,13.712,14.036000000000001,15.398,174.747,49.98,0.0,0.0,34.569,7.071000000000001,2.4930000000000003,0.0,74.856,323.406,6.712,2.372,3.262,196.565,58.44,0.0,418.918,3.463,0.0
CZ0207,5333,7879,70,26,45,601,277,0,9,128,14,6,0,203,1275,4,6,6,925,185,0,1506,47,0,52.41,15.885,37.483,498.684,218.802,0.0,8.105,114.641,9.175,3.6980000000000004,0.0,172.127,1048.52,6.2,12.105,5.564,718.747,151.43,0.0,1192.704,33.728,0.0
CZ0208,3525,5013,44,18,53,353,209,0,4,91,10,5,0,171,717,5,7,10,553,138,0,1114,23,0,37.944,11.182,44.595,305.72,184.894,0.0,2.9549999999999996,85.036,7.732,4.508,0.0,137.2,642.558,11.394,6.407,7.325,464.121,135.956,0.0,982.442,28.031,0.0
CZ0209,1533,2246,18,8,10,132,71,0,0,47,4,2,0,83,457,3,2,1,261,45,0,376,13,0,13.698,6.831,8.887,120.413,63.183,0.0,0.0,40.129,5.774,2.472,0.0,72.846,344.659,1.698,1.053,1.282,219.756,46.586,0.0,338.522,12.207,0.0
CZ020A,566,792,5,5,6,27,23,0,1,16,0,0,0,29,204,1,1,2,106,11,0,126,3,0,2.833,5.589,8.645999999999999,18.822000000000003,16.098,0.0,0.549,10.715,0.0,0.0,0.0,16.666,149.769,1.887,0.549,1.127,72.833,7.856,0.0,82.962,3.098,0.0
CZ020B,4539,6319,54,30,30,359,254,0,5,95,13,5,0,262,1196,13,4,12,707,210,0,1253,37,0,50.954,36.755,34.33,366.4,265.285,0.0,5.1080000000000005,90.344,14.782,6.2780000000000005,0.0,257.70799999999997,1190.481,12.347,5.123,11.34,683.766,228.71699999999998,0.0,1310.885,29.391,0.0
CZ020C,1192,1774,7,6,7,99,74,0,2,38,0,0,0,59,249,0,3,5,158,94,0,386,5,0,10.033000000000001,8.131,8.409,167.157,129.436,0.0,3.419,69.044,0.0,0.0,0.0,91.009,397.115,0.0,5.875,10.469000000000001,274.106,165.225,0.0,652.182,8.391,0.0
CZ0311,5816,8376,59,19,70,608,281,0,11,252,13,12,0,271,1667,0,5,5,735,298,0,1446,54,10,49.64,27.964,83.029,610.45,314.806,0.0,9.887,257.23,12.065999999999999,12.929,0.0,266.969,1650.113,0.0,5.795,4.052,666.766,336.985,0.0,1520.098,64.145,7.069
CZ0312,930,1438,10,5,7,122,25,0,1,28,3,3,0,18,291,0,0,0,89,35,0,288,3,2,8.237,3.7720000000000002,8.067,95.928,16.793,0.0,0.568,23.127,1.322,1.5650000000000002,0.0,14.27,222.808,0.0,0.0,0.0,59.877,21.813000000000002,0.0,218.66,1.901,1.298
CZ0313,4797,6899,41,11,42,528,260,0,2,187,12,7,0,251,1214,0,0,10,562,218,0,1413,24,15,44.916000000000004,8.511,38.391,522.319,267.823,0.0,2.71,219.838,11.935,7.88,0.0,271.34000000000003,1255.34,0.0,0.0,15.357,559.536,218.539,0.0,1510.062,24.732,20.761
CZ0314,2948,4462,32,8,37,277,212,0,2,97,14,5,0,142,794,0,5,4,354,129,0,821,15,0,42.087,10.261000000000001,55.613,340.34,233.841,0.0,1.1580000000000001,120.332,15.942,4.531,0.0,171.183,933.664,0.0,5.268,4.776,418.385,150.323,0.0,976.896,15.402000000000001,0.0
CZ0315,2924,4324,41,9,55,312,173,0,3,111,10,7,0,121,762,0,8,5,354,127,0,808,15,3,57.558,7.834,64.642,372.948,188.247,0.0,7.656000000000001,143.752,12.354,6.812,0.0,138.33,977.615,0.0,9.009,7.048,429.124,161.064,0.0,994.642,18.791,2.58
CZ0316,4880,7308,52,13,38,490,272,0,8,143,16,12,0,177,1395,0,14,7,532,259,0,1426,21,5,88.638,28.927,51.178,746.978,446.44100000000003,0.0,13.408,242.345,29.996000000000002,13.733,0.0,257.974,2175.28,0.0,19.269,11.57,843.287,397.322,0.0,2196.01,30.902,6.742
CZ0317,4983,7127,45,23,39,423,279,0,6,136,16,6,0,270,1398,0,7,12,563,273,0,1460,23,4,54.048,29.618000000000002,48.521,482.496,311.611,0.0,6.566000000000001,147.028,16.039,7.198,0.0,294.968,1555.6589999999999,0.0,8.379999999999999,16.993,618.669,315.251,0.0,1659.637,23.284,4.034
CZ0321,4000,5993,36,17,54,487,311,0,1,85,17,10,0,159,1019,6,7,4,444,143,0,1176,24,0,40.491,21.857,69.528,589.127,397.202,0.0,1.042,99.492,28.121,17.712,0.0,186.667,1095.626,8.281,6.384,5.994,523.702,171.457,0.0,1408.908,28.403,0.0
CZ0322,4920,7239,43,13,80,590,248,0,5,130,13,8,0,228,1120,7,2,14,604,254,0,1529,32,0,62.366,17.446,110.712,796.674,359.939,0.0,4.824,187.14,15.794,12.198,0.0,302.454,1473.202,12.411000000000001,2.419,17.799,832.896,358.004,0.0,2196.101,37.63,0.0
CZ0323,8768,13744,93,21,96,755,447,0,5,230,31,24,0,370,2466,16,8,24,1471,327,0,2363,21,0,35.679,6.885,32.093,276.082,146.362,0.0,1.409,86.212,10.052999999999999,11.048,0.0,135.653,886.028,7.332,2.679,8.424,548.073,103.631,0.0,795.108,7.245,0.0
CZ0324,4504,6823,38,15,85,510,268,0,9,91,17,13,0,243,931,15,5,14,488,210,0,1515,37,0,54.832,20.253,126.928,791.728,393.373,0.0,9.644,129.876,26.073,18.055,0.0,335.676,1307.34,19.323,5.569,15.939,626.903,302.103,0.0,2169.418,46.966,0.0
