NUTS,SOUCET_HLASU,ZAPSANI_VOLICI,Strana zelených_votes,Švýcarská demokracie_votes,VOLNÝ blok_votes,Svoboda a př. demokracie (SPD)_votes,Česká str.sociálně demokrat._votes,Volte Pr.Blok www.cibulka.net_votes,ALIANCE NÁRODNÍCH SIL_votes,Trikolora Svobodní Soukromníci_votes,Aliance pro budoucnost_votes,Hnutí Prameny_votes,Levice_votes,PŘÍSAHA Roberta Šlachty_votes,"SPOLU – ODS, KDU-ČSL, TOP 09_votes",SENIOŘI 21_votes,Urza.cz: Nechceme vaše hlasy_votes,Koruna Česká (monarch.strana)_votes,PIRÁTI a STAROSTOVÉ_votes,Komunistická str.Čech a Moravy_votes,Moravské zemské hnutí_votes,ANO 2011_votes,Otevřeme ČR normálnímu životu_votes,Moravané_votes,Strana zelených_perc,Švýcarská demokracie_perc,VOLNÝ blok_perc,Svoboda a př. demokracie (SPD)_perc,Česká str.sociálně demokrat._perc,Volte Pr.Blok www.cibulka.net_perc,ALIANCE NÁRODNÍCH SIL_perc,Trikolora Svobodní Soukromníci_perc,Aliance pro budoucnost_perc,Hnutí Prameny_perc,Levice_perc,PŘÍSAHA Roberta Šlachty_perc,"SPOLU – ODS, KDU-ČSL, TOP 09_perc",SENIOŘI 21_perc,Urza.cz: Nechceme vaše hlasy_perc,Koruna Česká (monarch.strana)_perc,PIRÁTI a STAROSTOVÉ_perc,Komunistická str.Čech a Moravy_perc,Moravské zemské hnutí_perc,ANO 2011_perc,Otevřeme ČR normálnímu životu_perc,Moravané_perc
CZ010,259471,378037,2592,641,2014,12036,10520,246,212,6719,382,345,89,9122,102661,356,184,449,58893,5682,0,45536,642,150,534.762,132.776,405.413,2421.929,2156.433,58.0,42.378,1353.73,76.484,69.586,17.591,1816.514,20822.357,77.3,36.101,92.367,12181.995,1156.049,0.0,9185.269,130.794,32.142
CZ0201,38336,56513,373,228,342,2878,2104,0,42,838,63,61,0,1854,9931,58,44,93,6548,1504,0,11128,247,0,175.012,102.918,168.781,1327.424,1011.213,0.0,17.156,380.162,37.455,28.291,0.0,854.801,4796.851,28.724,20.603,50.485,3062.028,736.934,0.0,5284.375,116.769,0.0
CZ0202,26520,38287,254,128,281,1965,1233,0,19,700,66,30,0,1625,7744,41,31,68,4568,1148,0,6431,188,0,93.246,48.272,99.494,725.594,438.217,0.0,6.2829999999999995,239.056,18.872,9.935,0.0,548.817,2638.399,13.335,10.884,23.147,1600.864,379.025,0.0,2143.134,63.396,0.0
CZ0203,52990,82702,558,367,458,5210,2290,0,54,1322,103,69,0,2783,13384,85,53,106,8726,2291,0,14859,272,0,181.736,121.67699999999999,171.099,1795.125,742.279,0.0,24.062,422.208,33.367,19.526,0.0,860.425,4107.18,27.779,13.214,38.504,2634.543,786.417,0.0,4815.405,105.423,0.0
CZ0204,44314,67296,280,185,474,3963,2024,0,46,1032,81,55,0,1782,9232,56,55,102,10977,1839,0,11923,208,0,91.905,71.005,187.05,1450.642,746.359,0.0,19.281,379.162,31.383,22.968,0.0,653.036,3183.563,22.497,19.415,39.782,3514.568,677.543,0.0,4309.33,80.495,0.0
CZ0205,33913,52621,255,163,286,2935,2169,0,69,666,62,74,0,1524,6984,57,34,70,6634,1500,0,10235,196,0,110.033,77.199,123.648,1379.872,1007.628,0.0,42.981,317.963,34.057,43.219,0.0,638.873,3029.286,25.386,16.928,43.926,2823.615,710.772,0.0,4784.365,90.259,0.0
CZ0206,38649,59862,429,197,360,3567,1807,0,46,1121,86,59,0,1818,10317,60,48,80,6560,1435,0,10468,191,0,136.831,60.313,114.651,1200.967,546.652,0.0,14.982,344.168,32.399,17.591,0.0,565.511,3084.49,23.105,17.196,28.841,1980.314,498.999,0.0,3364.375,68.615,0.0
CZ0207,44353,66051,555,258,510,4246,2421,0,48,1223,178,58,0,1887,11064,60,52,69,7802,1573,0,12039,310,0,217.519,102.743,208.424,1858.438,1021.428,0.0,23.131,499.343,69.93299999999999,19.201,0.0,762.095,4364.111,28.715,27.74,27.833,3149.293,680.241,0.0,4905.486,134.3,0.0
CZ0208,40846,60153,408,222,427,3365,1981,0,76,1017,93,67,0,1759,10756,60,35,84,8252,1328,0,10637,279,0,137.556,67.811,158.18,1264.078,762.054,0.0,21.252,353.19,38.543,30.804000000000002,0.0,638.097,3374.752,27.525,13.84,26.984,2571.229,531.91,0.0,3960.792,121.377,0.0
CZ0209,43918,61122,379,221,378,2742,1535,0,40,1216,81,80,0,1816,15800,77,42,74,9257,966,0,9002,212,0,97.569,64.493,102.433,744.677,403.101,0.0,10.229,318.884,27.701,18.509,0.0,485.116,3897.949,19.799,10.797,20.681,2249.932,264.522,0.0,2403.338,60.25,0.0
CZ020A,27821,37880,311,131,216,1499,966,0,19,727,34,35,0,1111,10216,42,39,62,6507,601,0,5193,112,0,72.76,34.284,58.911,365.488,237.571,0.0,5.2170000000000005,183.902,7.704,11.442,0.0,276.83,2391.639,10.14,9.744,15.804,1473.369,151.252,0.0,1262.8,31.149,0.0
CZ020B,48053,71639,513,269,508,3790,2559,0,54,1095,81,74,0,2721,12491,78,45,94,8173,2122,0,13066,320,0,226.599,124.999,206.081,1624.857,1112.944,0.0,20.6,460.322,37.624,34.165,0.0,1139.482,5223.775,36.374,18.834,47.665,3320.828,966.134,0.0,5558.19,140.507,0.0
CZ020C,23511,37121,230,119,200,2239,1339,0,22,562,51,40,0,1218,4834,27,28,66,3774,1330,0,7312,120,0,97.471,61.349000000000004,86.828,1091.654,657.938,0.0,12.068,291.291,19.221,15.161,0.0,544.785,2156.717,9.916,13.941,34.074,1660.168,706.164,0.0,3582.774,58.462,0.0
CZ0311,82613,120798,812,263,969,7156,3994,0,94,3145,239,202,0,3676,25141,0,133,136,12182,3510,0,20538,353,70,270.05,102.348,355.709,2503.867,1417.671,0.0,31.405,1069.138,80.076,78.798,0.0,1174.938,7965.153,0.0,46.211999999999996,44.818,3680.705,1300.464,0.0,6890.25,159.621,28.766000000000002
CZ0312,23323,37024,313,89,299,2400,1125,0,26,743,49,49,0,1069,6458,0,38,37,3041,1053,0,6361,140,33,95.191,27.468,87.539,740.572,322.822,0.0,6.752,227.807,15.626000000000001,16.255,0.0,314.106,1948.371,0.0,10.882,11.603,863.642,290.324,0.0,1873.833,38.113,9.12
CZ0313,40268,61095,371,97,452,3804,2332,0,53,1528,70,47,0,1963,10286,0,52,75,5243,2059,0,11598,170,68,169.573,42.224000000000004,237.642,1924.006,1104.377,0.0,22.681,767.662,34.867,24.094,0.0,996.073,4938.49,0.0,18.179,43.768,2417.196,1080.099,0.0,5739.079,89.508,50.471000000000004
CZ0314,34703,53694,341,101,335,3088,2270,0,30,1148,161,60,0,1526,10325,0,58,64,4302,1641,0,9071,145,37,141.03,38.595,160.912,1383.396,907.353,0.0,10.011000000000001,538.444,71.143,23.066,0.0,640.622,4082.007,0.0,27.764,25.534,1718.098,741.491,0.0,3811.201,67.462,11.874
CZ0315,21040,33579,198,54,303,2106,1148,0,21,686,47,46,0,906,5869,0,47,47,2720,996,0,5723,97,26,116.893,28.393,147.70499999999998,1022.943,507.234,0.0,15.805000000000001,368.204,31.236,16.969,0.0,438.518,2815.305,0.0,26.151,27.141,1270.301,497.91,0.0,2711.522,47.664,10.116
CZ0316,34723,53400,350,117,344,3340,1971,0,40,1052,132,59,0,1492,9687,0,58,69,4062,1495,0,10253,158,44,201.794,77.33200000000001,168.36599999999999,1980.366,1079.2740000000001,0.0,32.748,602.982,78.093,43.978,0.0,737.0649999999999,5265.467,0.0,38.434,36.456,2158.06,940.091,0.0,5639.95,95.9,23.641000000000002
CZ0317,51512,77144,501,178,477,4159,3002,0,143,1477,92,64,0,2463,14932,0,70,122,7091,2344,0,14100,241,56,182.069,74.402,186.397,1664.288,1214.908,0.0,49.603,592.233,41.153999999999996,22.81,0.0,999.398,5704.313,0.0,25.836,58.798,2583.635,993.607,0.0,5589.969,92.019,24.573
CZ0321,26334,41870,189,85,309,3190,1674,0,18,601,129,85,0,1023,6703,38,32,48,3124,1231,0,7688,167,0,97.388,45.086,154.8,1579.151,869.921,0.0,5.916,277.12,62.945,42.33,0.0,475.53499999999997,2932.278,20.036,16.476,24.875,1417.577,540.322,0.0,3656.128,82.112,0.0
CZ0322,39927,60563,365,127,546,4136,2100,0,43,881,93,75,0,1992,10139,56,36,96,4995,1653,0,12389,205,0,216.977,61.121,306.234,2474.263,1180.943,0.0,24.759,537.691,49.096,42.789,0.0,1069.837,5133.504,34.817,15.701,49.743,2710.645,995.226,0.0,7084.287,112.362,0.0
CZ0323,84738,131403,816,221,945,6872,3895,0,60,2330,216,203,0,3645,26087,126,68,229,14000,2671,0,22101,253,0,198.067,52.291,218.959,1646.721,934.34,0.0,14.282,550.059,53.698,51.595,0.0,867.897,5954.743,34.281,16.735,54.431,3290.063,654.132,0.0,5246.389,61.292,0.0
CZ0324,31312,48273,304,100,438,3505,1679,0,39,803,111,54,0,1756,7374,61,37,110,3792,1505,0,9478,166,0,174.53,48.758,267.332,2163.352,1063.247,0.0,25.445,443.147,72.359,37.048,0.0,1029.03,4027.441,42.623,27.651,58.223,2029.889,974.018,0.0,5907.181,108.727,0.0
CZ0325,39393,60675,409,117,478,4081,1888,0,60,965,137,92,0,1945,10438,68,55,105,5390,1609,0,11324,232,0,150.336,39.745,187.091,1507.738,743.931,0.0,36.72,326.767,56.452,32.911,0.0,713.25,3548.175,21.099,24.722,30.482,1807.267,658.687,0.0,4431.765,82.872,0.0
CZ0326,22931,34992,250,54,254,2236,1078,0,37,589,64,39,0,1194,5549,69,20,57,2921,1107,0,7295,118,0,101.406,20.272000000000002,91.63,913.879,471.445,0.0,10.461,235.307,26.667,18.976,0.0,502.702,2328.186,29.622,7.9350000000000005,29.709,1253.872,495.374,0.0,3205.9519999999998,56.605,0.0
CZ0327,21325,36991,324,67,378,2666,1058,0,19,437,46,38,0,961,3766,33,16,47,2646,1378,0,7317,128,0,126.953,32.899,128.81,1143.469,381.334,0.0,10.913,148.521,21.144000000000002,16.9,0.0,374.289,1305.557,16.844,7.879,13.985,971.94,559.012,0.0,2793.408,46.144,0.0
CZ0411,28739,52644,394,121,470,3610,1059,0,31,800,101,51,0,1220,5820,0,45,58,4066,1147,0,9592,154,0,123.647,41.684,154.644,1207.148,314.567,0.0,9.624,270.09,31.434,18.707,0.0,375.84000000000003,1827.911,0.0,13.838,17.422,1259.522,386.762,0.0,3189.314,57.833,0.0
CZ0412,40459,68238,391,177,606,4514,1423,0,43,1132,182,69,0,1947,9354,0,82,58,6113,1215,0,12774,379,0,125.356,60.78,192.626,1414.807,408.771,0.0,15.779,335.916,49.657000000000004,17.671,0.0,569.963,2665.608,0.0,25.024,19.741,1712.349,375.606,0.0,3694.843,115.48,0.0
CZ0413,34383,64103,397,131,529,5159,1381,0,31,990,154,39,0,1862,5801,0,55,59,4513,1064,0,11978,240,0,100.82300000000001,31.488,137.546,1346.791,340.067,0.0,7.235,232.272,35.608,12.496,0.0,466.851,1391.343,0.0,12.961,13.19,1106.028,279.846,0.0,3018.808,66.651,0.0
CZ0421,40454,70289,392,102,585,5412,1345,0,45,1300,179,84,0,1833,7000,0,87,47,5550,1455,0,14806,232,0,111.665,29.674,187.32,1588.988,386.415,0.0,13.139000000000001,388.945,52.841,23.597,0.0,550.006,2058.876,0.0,27.671,14.225999999999999,1659.646,439.937,0.0,4291.366,75.675,0.0
CZ0422,41226,77178,541,102,575,5234,1382,0,64,1146,109,61,0,2025,7627,0,72,44,4692,1749,0,15504,299,0,124.015,25.629,132.115,1274.733,328.896,0.0,13.432,268.298,22.846,14.608,0.0,478.508,1755.693,0.0,21.251,10.716,1095.356,439.061,0.0,3720.925,73.934,0.0
CZ0423,55141,87101,668,158,652,5795,1873,0,72,1690,170,93,0,2396,12358,0,67,77,7924,2550,0,18222,376,0,241.22,60.689,247.429,2260.245,675.418,0.0,33.016,610.017,60.494,38.061,0.0,897.059,4382.132,0.0,32.698,28.847,2857.839,1034.915,0.0,6975.517,164.413,0.0
CZ0424,36376,61393,435,72,496,4609,1313,0,39,861,88,55,0,1623,6712,0,60,57,3742,1758,0,14245,211,0,176.49,27.222,227.775,2131.999,554.459,0.0,16.298000000000002,372.725,45.197,18.511,0.0,719.944,2663.324,0.0,32.673,25.37,1507.656,793.785,0.0,6495.079,91.472,0.0
CZ0425,42635,82305,682,89,557,5564,1309,0,53,1389,132,54,0,1825,7289,0,58,41,4682,1928,0,16738,245,0,218.392,23.274,150.151,1574.823,376.188,0.0,19.439,382.913,35.791,13.247,0.0,493.479,1959.546,0.0,14.547,11.294,1348.596,543.751,0.0,4660.582,73.986,0.0
CZ0426,50875,93667,692,101,607,6329,1690,0,45,1795,115,61,0,2015,10352,0,93,66,5559,1752,0,19355,248,0,172.971,25.62,152.303,1563.894,406.125,0.0,10.215,441.327,27.488,13.977,0.0,484.904,2464.902,0.0,23.627,17.096,1336.665,435.244,0.0,4760.51,63.149,0.0
CZ0427,49249,86585,616,110,517,5493,1357,0,27,1756,247,82,0,2377,9557,0,68,46,7538,1655,0,17522,281,0,164.532,30.401,142.926,1509.039,376.513,0.0,8.794,467.443,61.342,21.779,0.0,636.0840000000001,2506.1,0.0,16.945,13.024000000000001,1997.228,450.168,0.0,4823.086,74.55,0.0
CZ0511,43965,75365,578,138,721,5781,1513,0,67,975,168,46,0,1847,7925,0,73,122,7956,1756,0,14098,201,0,184.976,49.33,236.496,1878.167,476.092,0.0,23.676,316.805,41.833,15.323,0.0,569.962,2554.64,0.0,21.977,37.583,2551.322,601.316,0.0,4474.339,66.146,0.0
CZ0512,42453,65305,430,132,563,4743,1356,0,59,1340,85,65,0,1661,11195,0,61,62,8480,1168,0,10835,218,0,111.648,32.861,161.967,1278.166,364.213,0.0,16.443,361.703,25.546,20.205000000000002,0.0,466.578,3001.032,0.0,17.701,18.748,2279.175,328.325,0.0,2849.424,66.244,0.0
CZ0513,61460,96903,828,199,822,6689,2152,0,57,1782,120,96,0,2858,12529,0,97,105,14069,1736,0,16930,391,0,202.321,56.282000000000004,235.044,1783.55,564.99,0.0,14.018,452.873,35.055,24.416,0.0,733.604,3184.066,0.0,23.877,27.521,3507.238,468.937,0.0,4390.896,95.31,0.0
