NUTS,SOUCET_HLASU,ZAPSANI_VOLICI,Strana zelených_votes,Švýcarská demokracie_votes,VOLNÝ blok_votes,Svoboda a př. demokracie (SPD)_votes,Česká str.sociálně demokrat._votes,Volte Pr.Blok www.cibulka.net_votes,ALIANCE NÁRODNÍCH SIL_votes,Trikolora Svobodní Soukromníci_votes,Aliance pro budoucnost_votes,Hnutí Prameny_votes,Levice_votes,PŘÍSAHA Roberta Šlachty_votes,"SPOLU – ODS, KDU-ČSL, TOP 09_votes",SENIOŘI 21_votes,Urza.cz: Nechceme vaše hlasy_votes,Koruna Česká (monarch.strana)_votes,PIRÁTI a STAROSTOVÉ_votes,Komunistická str.Čech a Moravy_votes,Moravské zemské hnutí_votes,ANO 2011_votes,Otevřeme ČR normálnímu životu_votes,Moravané_votes,Strana zelených_perc,Švýcarská demokracie_perc,VOLNÝ blok_perc,Svoboda a př. demokracie (SPD)_perc,Česká str.sociálně demokrat._perc,Volte Pr.Blok www.cibulka.net_perc,ALIANCE NÁRODNÍCH SIL_perc,Trikolora Svobodní Soukromníci_perc,Aliance pro budoucnost_perc,Hnutí Prameny_perc,Levice_perc,PŘÍSAHA Roberta Šlachty_perc,"SPOLU – ODS, KDU-ČSL, TOP 09_perc",SENIOŘI 21_perc,Urza.cz: Nechceme vaše hlasy_perc,Koruna Česká (monarch.strana)_perc,PIRÁTI a STAROSTOVÉ_perc,Komunistická str.Čech a Moravy_perc,Moravské zemské hnutí_perc,ANO 2011_perc,Otevřeme ČR normálnímu životu_perc,Moravané_perc
CZ0311,20,29,0,0,0,4,0,0,0,1,0,0,0,1,3,0,0,0,1,3,0,7,0,0,0.0,0,0.0,20.0,0.0,0,0,5.0,0,0.0,0,5.0,15.0,0,0,0,5.0,15.0,0,35.0,0,0.0
CZ0316,32,40,0,0,0,3,2,0,0,0,0,0,0,1,12,0,0,0,5,1,0,8,0,0,0.0,0,0.0,9.375,6.25,0,0,0.0,0,0.0,0,3.125,37.5,0,0,0,15.625,3.125,0,25.0,0,0.0
CZ0534,33,54,0,0,3,10,3,0,0,1,0,1,0,0,6,0,0,0,4,0,0,5,0,0,0.0,0,9.091,30.303,9.091,0,0,3.03,0,3.03,0,0.0,18.182,0,0,0,12.121,0.0,0,15.152,0,0.0
CZ0712,34,46,1,0,3,2,0,0,0,2,0,0,0,0,8,0,0,0,3,2,0,12,0,1,2.941,0,8.824,5.882,0.0,0,0,5.882,0,0.0,0,0.0,23.529,0,0,0,8.824,5.882,0,35.294,0,2.941
CZZZZZ,11,20,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0.0,0,0.0,0.0,9.091,0,0,0.0,0,0.0,0,0.0,54.545,0,0,0,36.364,0.0,0,0.0,0,0.0
