NUTS,SOUCET_HLASU,ZAPSANI_VOLICI,Strana zelených_votes,Švýcarská demokracie_votes,VOLNÝ blok_votes,Svoboda a př. demokracie (SPD)_votes,Česká str.sociálně demokrat._votes,Volte Pr.Blok www.cibulka.net_votes,ALIANCE NÁRODNÍCH SIL_votes,Trikolora Svobodní Soukromníci_votes,Aliance pro budoucnost_votes,Hnutí Prameny_votes,Levice_votes,PŘÍSAHA Roberta Šlachty_votes,"SPOLU – ODS, KDU-ČSL, TOP 09_votes",SENIOŘI 21_votes,Urza.cz: Nechceme vaše hlasy_votes,Koruna Česká (monarch.strana)_votes,PIRÁTI a STAROSTOVÉ_votes,Komunistická str.Čech a Moravy_votes,Moravské zemské hnutí_votes,ANO 2011_votes,Otevřeme ČR normálnímu životu_votes,Moravané_votes,Strana zelených_perc,Švýcarská demokracie_perc,VOLNÝ blok_perc,Svoboda a př. demokracie (SPD)_perc,Česká str.sociálně demokrat._perc,Volte Pr.Blok www.cibulka.net_perc,ALIANCE NÁRODNÍCH SIL_perc,Trikolora Svobodní Soukromníci_perc,Aliance pro budoucnost_perc,Hnutí Prameny_perc,Levice_perc,PŘÍSAHA Roberta Šlachty_perc,"SPOLU – ODS, KDU-ČSL, TOP 09_perc",SENIOŘI 21_perc,Urza.cz: Nechceme vaše hlasy_perc,Koruna Česká (monarch.strana)_perc,PIRÁTI a STAROSTOVÉ_perc,Komunistická str.Čech a Moravy_perc,Moravské zemské hnutí_perc,ANO 2011_perc,Otevřeme ČR normálnímu životu_perc,Moravané_perc
CZ0311,81,107,0,0,0,13,7,0,0,4,0,0,0,1,23,0,0,0,5,3,0,25,0,0,0.0,0.0,0.0,52.195,24.756,0,0,12.317,0,0.0,0,5.0,76.58500000000001,0.0,0,0,17.317,15.0,0,96.82900000000001,0.0,0.0
CZ0314,64,82,0,0,4,6,2,0,0,2,0,0,0,5,17,0,0,0,18,0,0,9,1,0,0.0,0.0,6.25,9.375,3.125,0,0,3.125,0,0.0,0,7.812,26.562,0.0,0,0,28.125,0.0,0,14.062,1.562,0.0
CZ0316,199,280,3,0,2,28,9,0,0,5,0,0,0,13,62,0,0,0,22,9,0,46,0,0,3.708,0.0,2.41,39.591,14.027999999999999,0,0,5.93,0,0.0,0,17.209,98.121,0.0,0,0,35.827,12.389,0,70.786,0.0,0.0
CZ0321,51,64,0,1,0,4,3,0,0,0,0,0,0,4,7,1,0,0,4,1,0,26,0,0,0.0,1.961,0.0,7.843,5.882,0,0,0.0,0,0.0,0,7.843,13.725,1.961,0,0,7.843,1.961,0,50.98,0.0,0.0
CZ0324,52,63,1,0,0,6,5,0,0,0,0,0,0,1,8,0,0,0,7,8,0,16,0,0,1.923,0.0,0.0,11.538,9.615,0,0,0.0,0,0.0,0,1.923,15.385,0.0,0,0,13.462,15.385,0,30.769,0.0,0.0
CZ0326,40,53,0,0,0,9,2,0,0,0,0,0,0,5,4,0,0,0,1,0,0,19,0,0,0.0,0.0,0.0,22.5,5.0,0,0,0.0,0,0.0,0,12.5,10.0,0.0,0,0,2.5,0.0,0,47.5,0.0,0.0
CZ0421,58,262,0,0,0,8,2,0,0,3,0,0,0,3,6,0,0,0,11,5,0,20,0,0,0.0,0.0,0.0,13.793,3.448,0,0,5.172,0,0.0,0,5.172,10.345,0.0,0,0,18.966,8.621,0,34.483,0.0,0.0
CZ0427,57,83,4,0,2,2,1,0,0,5,0,0,0,2,12,0,0,0,8,1,0,19,1,0,7.018,0.0,3.509,3.509,1.754,0,0,8.772,0,0.0,0,3.509,21.053,0.0,0,0,14.035,1.754,0,33.333,1.754,0.0
CZ0521,89,131,0,1,3,4,4,0,0,0,0,0,0,1,12,0,0,0,11,5,0,47,1,0,0.0,1.124,3.371,4.494,4.494,0,0,0.0,0,0.0,0,1.124,13.483,0.0,0,0,12.36,5.618,0,52.809,1.124,0.0
CZ0524,29,59,0,0,0,3,6,0,0,0,0,0,0,1,4,0,0,0,3,2,0,8,2,0,0.0,0.0,0.0,10.345,20.69,0,0,0.0,0,0.0,0,3.448,13.793,0.0,0,0,10.345,6.897,0,27.586,6.897,0.0
CZ0531,37,51,1,0,0,4,2,0,0,0,0,0,0,0,4,0,0,0,0,1,0,24,1,0,2.703,0.0,0.0,10.811,5.405,0,0,0.0,0,0.0,0,0.0,10.811,0.0,0,0,0.0,2.703,0,64.865,2.703,0.0
CZ0534,33,54,0,0,3,10,3,0,0,1,0,1,0,0,6,0,0,0,4,0,0,5,0,0,0.0,0.0,9.091,30.303,9.091,0,0,3.03,0,3.03,0,0.0,18.182,0.0,0,0,12.121,0.0,0,15.152,0.0,0.0
CZ0631,21,32,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,5,1,0,10,0,0,0.0,0.0,0.0,9.524,9.524,0,0,0.0,0,0.0,0,0.0,4.762,0.0,0,0,23.81,4.762,0,47.619,0.0,0.0
CZ0632,207,299,5,4,0,20,15,0,0,2,0,0,0,10,71,0,0,0,25,13,0,36,3,3,8.632,10.0,0.0,37.595,28.65,0,0,5.882,0,0.0,0,10.638,158.161,0.0,0,0,54.284000000000006,19.084,0,56.935,6.946,3.191
CZ0633,70,100,0,1,2,5,2,0,0,3,0,0,0,2,12,0,0,0,17,4,0,20,1,1,0.0,2.857,5.714,14.285,5.714,0,0,8.571,0,0.0,0,5.714,34.286,0.0,0,0,48.571,11.428,0,57.141999999999996,2.857,2.857
