NUTS,SOUCET_HLASU,ZAPSANI_VOLICI,Strana zelených_votes,Švýcarská demokracie_votes,VOLNÝ blok_votes,Svoboda a př. demokracie (SPD)_votes,Česká str.sociálně demokrat._votes,Volte Pr.Blok www.cibulka.net_votes,ALIANCE NÁRODNÍCH SIL_votes,Trikolora Svobodní Soukromníci_votes,Aliance pro budoucnost_votes,Hnutí Prameny_votes,Levice_votes,PŘÍSAHA Roberta Šlachty_votes,"SPOLU – ODS, KDU-ČSL, TOP 09_votes",SENIOŘI 21_votes,Urza.cz: Nechceme vaše hlasy_votes,Koruna Česká (monarch.strana)_votes,PIRÁTI a STAROSTOVÉ_votes,Komunistická str.Čech a Moravy_votes,Moravské zemské hnutí_votes,ANO 2011_votes,Otevřeme ČR normálnímu životu_votes,Moravané_votes,Strana zelených_perc,Švýcarská demokracie_perc,VOLNÝ blok_perc,Svoboda a př. demokracie (SPD)_perc,Česká str.sociálně demokrat._perc,Volte Pr.Blok www.cibulka.net_perc,ALIANCE NÁRODNÍCH SIL_perc,Trikolora Svobodní Soukromníci_perc,Aliance pro budoucnost_perc,Hnutí Prameny_perc,Levice_perc,PŘÍSAHA Roberta Šlachty_perc,"SPOLU – ODS, KDU-ČSL, TOP 09_perc",SENIOŘI 21_perc,Urza.cz: Nechceme vaše hlasy_perc,Koruna Česká (monarch.strana)_perc,PIRÁTI a STAROSTOVÉ_perc,Komunistická str.Čech a Moravy_perc,Moravské zemské hnutí_perc,ANO 2011_perc,Otevřeme ČR normálnímu životu_perc,Moravané_perc
CZ0201,467,633,4,1,1,19,23,0,0,6,1,0,0,17,145,1,1,1,100,18,0,127,2,0,6.163,4.762,4.762,39.815000000000005,37.173,0,0.0,12.172,2.174,0.0,0,45.247,267.42,2.174,2.703,0.82,203.156,41.692,0.0,224.185,5.582,0.0
CZ0202,282,419,2,2,4,35,30,0,1,6,1,1,0,14,71,0,0,0,45,5,0,64,1,0,1.25,3.434,3.958,34.245000000000005,31.836,0,0.625,8.125,0.625,0.625,0,11.667,78.576,0.0,0.0,0.0,59.454,3.851,0.0,61.103,0.625,0.0
CZ0203,37,46,0,0,0,6,3,0,0,0,0,0,0,0,9,0,0,0,8,0,0,11,0,0,0.0,0.0,0.0,16.216,8.108,0,0.0,0.0,0.0,0.0,0,0.0,24.324,0.0,0.0,0.0,21.622,0.0,0.0,29.73,0.0,0.0
CZ0204,618,835,5,0,7,55,33,0,0,15,1,2,0,28,110,2,0,1,140,25,0,189,5,0,5.3260000000000005,0.0,8.025,67.75999999999999,48.083,0,0.0,17.914,0.826,2.465,0,35.528,140.94,3.592,0.0,1.667,168.835,34.262,0.0,256.20799999999997,8.564,0.0
CZ0205,280,360,1,2,0,34,19,0,0,7,2,1,0,9,60,0,0,3,56,12,0,74,0,0,1.667,5.552,0.0,71.129,43.464,0,0.0,14.174,5.448,1.852,0,18.683,140.364,0.0,0.0,7.115,111.388,24.252,0.0,154.914,0.0,0.0
CZ0206,157,253,1,5,0,23,3,0,0,4,2,0,0,9,25,0,1,0,15,6,0,63,0,0,1.961,5.735,0.0,28.819,2.83,0,0.0,4.791,3.922,0.0,0,12.559999999999999,31.724,0.0,0.943,0.0,23.307,5.66,0.0,77.747,0.0,0.0
CZ0207,150,189,4,0,1,19,6,0,0,0,0,0,0,5,42,1,1,0,32,3,0,35,1,0,8.09,0.0,2.083,38.167,11.852,0,0.0,0.0,0.0,0.0,0,9.769,83.545,1.923,1.923,0.0,64.398,5.929,0.0,70.398,1.923,0.0
CZ0208,288,390,7,0,3,31,12,0,0,10,1,1,0,14,64,1,0,0,47,14,0,81,2,0,10.669,0.0,7.689,49.478,25.802,0,0.0,16.289,1.37,1.37,0,24.622,98.795,3.333,0.0,0.0,79.886,32.647,0.0,142.44,5.606,0.0
CZ0209,195,282,0,0,0,22,11,0,0,5,1,0,0,7,29,0,0,0,37,8,0,70,5,0,0.0,0.0,0.0,36.758,16.546,0,0.0,7.473,2.174,0.0,0,11.517,46.602,0.0,0.0,0.0,58.586,16.53,0.0,97.473,6.340999999999999,0.0
CZ020B,382,519,4,5,3,32,16,0,1,4,0,0,0,21,71,3,0,0,52,27,0,140,3,0,5.6850000000000005,5.913,3.312,41.877,21.239,0,1.351,5.6850000000000005,0.0,0.0,0,28.625,96.634,4.092,0.0,0.0,67.114,35.408,0.0,179.65,3.413,0.0
CZ020C,72,102,0,2,0,10,9,0,0,3,0,0,0,4,13,0,0,0,9,2,0,20,0,0,0.0,2.778,0.0,13.889,12.5,0,0.0,4.167,0.0,0.0,0,5.556,18.056,0.0,0.0,0.0,12.5,2.778,0.0,27.778,0.0,0.0
CZ0311,519,713,1,2,4,51,32,0,0,17,0,0,0,23,127,0,0,0,52,45,0,162,3,0,0.676,3.454,14.038,106.796,72.786,0,0.0,35.914,0.0,0.0,0,37.95,225.982,0.0,0.0,0.0,89.792,85.947,0.0,321.791,4.871,0.0
CZ0312,50,77,1,0,2,9,0,0,0,3,0,0,0,0,22,0,0,0,0,0,0,13,0,0,2.0,0.0,4.0,18.0,0.0,0,0.0,6.0,0.0,0.0,0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
