NUTS,SOUCET_HLASU,ZAPSANI_VOLICI,Strana zelených_votes,Švýcarská demokracie_votes,VOLNÝ blok_votes,Svoboda a př. demokracie (SPD)_votes,Česká str.sociálně demokrat._votes,Volte Pr.Blok www.cibulka.net_votes,ALIANCE NÁRODNÍCH SIL_votes,Trikolora Svobodní Soukromníci_votes,Aliance pro budoucnost_votes,Hnutí Prameny_votes,Levice_votes,PŘÍSAHA Roberta Šlachty_votes,"SPOLU – ODS, KDU-ČSL, TOP 09_votes",SENIOŘI 21_votes,Urza.cz: Nechceme vaše hlasy_votes,Koruna Česká (monarch.strana)_votes,PIRÁTI a STAROSTOVÉ_votes,Komunistická str.Čech a Moravy_votes,Moravské zemské hnutí_votes,ANO 2011_votes,Otevřeme ČR normálnímu životu_votes,Moravané_votes,Strana zelených_perc,Švýcarská demokracie_perc,VOLNÝ blok_perc,Svoboda a př. demokracie (SPD)_perc,Česká str.sociálně demokrat._perc,Volte Pr.Blok www.cibulka.net_perc,ALIANCE NÁRODNÍCH SIL_perc,Trikolora Svobodní Soukromníci_perc,Aliance pro budoucnost_perc,Hnutí Prameny_perc,Levice_perc,PŘÍSAHA Roberta Šlachty_perc,"SPOLU – ODS, KDU-ČSL, TOP 09_perc",SENIOŘI 21_perc,Urza.cz: Nechceme vaše hlasy_perc,Koruna Česká (monarch.strana)_perc,PIRÁTI a STAROSTOVÉ_perc,Komunistická str.Čech a Moravy_perc,Moravské zemské hnutí_perc,ANO 2011_perc,Otevřeme ČR normálnímu životu_perc,Moravané_perc
CZ0201,131,183,1,1,1,6,7,0,0,2,1,0,0,9,32,1,0,0,32,4,0,33,1,0,3.704,4.762,4.762,16.216,17.805,0,0.0,5.405,2.174,0.0,0,34.563,88.681,2.174,0.0,0.0,105.093,11.812999999999999,0.0,98.087,4.762,0.0
CZ0202,160,245,2,0,3,22,14,0,1,3,1,1,0,12,35,0,0,0,19,4,0,42,1,0,1.25,0.0,1.875,13.75,8.75,0,0.625,1.875,0.625,0.625,0,7.5,21.875,0.0,0.0,0.0,11.875,2.5,0.0,26.25,0.625,0.0
CZ0204,203,238,0,0,3,31,11,0,0,5,0,1,0,6,26,0,0,0,41,4,0,74,1,0,0.0,0.0,4.1049999999999995,42.352,17.195,0,0.0,7.2989999999999995,0.0,1.639,0,9.921,38.363,0.0,0.0,0.0,59.872,5.21,0.0,112.404,1.639,0.0
CZ0205,78,109,0,1,0,5,6,0,0,2,1,0,0,4,21,0,0,1,2,4,0,31,0,0,0.0,3.226,0.0,12.835,18.257,0,0.0,4.255,3.226,0.0,0,9.609,62.251,0.0,0.0,3.226,5.354,8.511,0.0,69.251,0.0,0.0
CZ0206,51,76,1,1,0,7,0,0,0,1,2,0,0,4,8,0,0,0,9,0,0,18,0,0,1.961,1.961,0.0,13.725,0.0,0,0.0,1.961,3.922,0.0,0,7.843,15.686,0.0,0.0,0.0,17.647,0.0,0.0,35.294,0.0,0.0
CZ0207,48,61,2,0,1,2,1,0,0,0,0,0,0,0,13,0,0,0,14,1,0,14,0,0,4.167,0.0,2.083,4.167,2.083,0,0.0,0.0,0.0,0.0,0,0.0,27.083,0.0,0.0,0.0,29.167,2.083,0.0,29.167,0.0,0.0
CZ0209,53,66,0,0,0,7,2,0,0,0,0,0,0,5,6,0,0,0,13,3,0,17,0,0,0.0,0.0,0.0,13.208,3.774,0,0.0,0.0,0.0,0.0,0,9.434,11.321,0.0,0.0,0.0,24.528,5.66,0.0,32.075,0.0,0.0
CZ020B,171,229,1,3,2,12,4,0,1,1,0,0,0,8,27,2,0,0,17,12,0,78,3,0,1.351,3.413,2.062,13.652000000000001,4.765,0,1.351,1.351,0.0,0.0,0,8.567,32.321,2.703,0.0,0.0,18.167,14.294,0.0,92.588,3.413,0.0
CZ0311,264,355,0,0,4,28,22,0,0,14,0,0,0,11,60,0,0,0,22,18,0,83,2,0,0.0,0.0,14.038,82.654,57.525,0,0.0,31.052,0.0,0.0,0,24.905,162.141,0.0,0.0,0.0,58.819,49.674,0.0,214.995,4.195,0.0
CZ0313,70,88,1,0,0,3,2,0,0,2,0,0,0,6,22,0,0,0,8,6,0,19,0,1,2.778,0.0,0.0,8.333,5.556,0,0.0,5.882,0.0,0.0,0,17.157,63.398,0.0,0.0,0.0,22.384999999999998,17.321,0.0,54.248999999999995,0.0,2.941
