NUTS,SOUCET_HLASU,ZAPSANI_VOLICI,Strana zelených_votes,Švýcarská demokracie_votes,VOLNÝ blok_votes,Svoboda a př. demokracie (SPD)_votes,Česká str.sociálně demokrat._votes,Volte Pr.Blok www.cibulka.net_votes,ALIANCE NÁRODNÍCH SIL_votes,Trikolora Svobodní Soukromníci_votes,Aliance pro budoucnost_votes,Hnutí Prameny_votes,Levice_votes,PŘÍSAHA Roberta Šlachty_votes,"SPOLU – ODS, KDU-ČSL, TOP 09_votes",SENIOŘI 21_votes,Urza.cz: Nechceme vaše hlasy_votes,Koruna Česká (monarch.strana)_votes,PIRÁTI a STAROSTOVÉ_votes,Komunistická str.Čech a Moravy_votes,Moravské zemské hnutí_votes,ANO 2011_votes,Otevřeme ČR normálnímu životu_votes,Moravané_votes,Strana zelených_perc,Švýcarská demokracie_perc,VOLNÝ blok_perc,Svoboda a př. demokracie (SPD)_perc,Česká str.sociálně demokrat._perc,Volte Pr.Blok www.cibulka.net_perc,ALIANCE NÁRODNÍCH SIL_perc,Trikolora Svobodní Soukromníci_perc,Aliance pro budoucnost_perc,Hnutí Prameny_perc,Levice_perc,PŘÍSAHA Roberta Šlachty_perc,"SPOLU – ODS, KDU-ČSL, TOP 09_perc",SENIOŘI 21_perc,Urza.cz: Nechceme vaše hlasy_perc,Koruna Česká (monarch.strana)_perc,PIRÁTI a STAROSTOVÉ_perc,Komunistická str.Čech a Moravy_perc,Moravské zemské hnutí_perc,ANO 2011_perc,Otevřeme ČR normálnímu životu_perc,Moravané_perc
CZ010,152387,226424,1551,378,1194,7128,6258,141,125,3940,221,225,47,5449,59914,215,110,257,34429,3300,0,27047,358,100,334.19,84.68,252.952,1509.657,1349.484,37.37,26.32,838.336,47.254,48.129,9.829,1132.829,12834.646,49.319,22.971,54.45,7525.294,702.087,0.0,5739.945,77.639,22.576
CZ0201,33236,48954,320,202,314,2499,1811,0,37,733,49,49,0,1617,8630,51,36,80,5698,1321,0,9572,217,0,157.721,96.247,160.456,1213.318,928.91,0.0,13.743,348.231,31.744,24.717,0.0,776.556,4378.845,26.136,17.884,45.164,2783.075,669.453,0.0,4824.138,103.649,0.0
CZ0202,19203,27674,194,98,225,1463,896,0,12,548,43,15,0,1194,5624,29,24,50,3273,841,0,4542,132,0,82.34,40.121,88.086,600.396,364.605,0.0,5.122,208.219,14.168,6.401,0.0,460.379,2178.309,10.492,9.286,17.749,1312.364,310.65,0.0,1740.7450000000001,50.542,0.0
CZ0203,39757,62610,430,288,369,4034,1746,0,42,993,82,45,0,2109,9837,69,41,77,6429,1771,0,11186,209,0,157.383,105.377,153.519,1550.168,632.148,0.0,20.027,356.017,29.134,15.432,0.0,727.441,3388.478,24.136,11.158,32.588,2184.487,670.04,0.0,4048.739,93.707,0.0
CZ0204,38119,57565,246,159,423,3346,1729,0,40,871,70,48,0,1534,8109,48,49,94,9368,1569,0,10247,169,0,85.563,66.126,176.743,1329.448,688.491,0.0,17.961,347.293,29.692999999999998,21.64,0.0,604.419,2961.067,20.658,17.937,37.983,3208.015,623.3,0.0,3990.883,72.77,0.0
CZ0205,29385,45668,227,138,252,2584,1878,0,67,583,54,58,0,1324,5968,50,32,63,5601,1351,0,8986,169,0,105.28,69.856,117.425,1301.825,954.193,0.0,42.603,302.311,31.352,38.862,0.0,599.28,2832.256,23.954,16.526,42.522,2627.194,681.838,0.0,4527.741,84.991,0.0
CZ0206,29532,45936,320,157,302,2751,1354,0,38,849,71,47,0,1385,7762,54,38,66,4855,1115,0,8202,166,0,118.439,53.373,104.1,1056.937,467.816,0.0,13.504999999999999,296.772,29.68,15.386000000000001,0.0,488.724,2639.798,21.995,15.232,26.148,1684.685,441.826,0.0,2961.372,64.206,0.0
CZ0207,35058,51923,437,208,399,3372,1894,0,40,967,149,45,0,1460,8689,46,41,46,6268,1183,0,9560,254,0,187.471,90.357,180.844,1632.178,877.641,0.0,20.213,433.757,61.335,16.259,0.0,647.424,3781.185,25.878,25.02,21.548000000000002,2758.072,565.039,0.0,4257.854,117.902,0.0
CZ0208,30399,43782,288,166,301,2509,1522,0,56,755,70,50,0,1354,7942,47,26,60,5829,1020,0,8195,209,0,117.504,57.910000000000004,136.149,1110.962,679.597,0.0,17.872,306.388,34.553,27.334,0.0,563.328,2868.54,24.863,12.38,22.758,2133.088,475.403,0.0,3502.816,108.53,0.0
CZ0209,29358,41046,259,148,256,1912,1000,0,26,816,64,48,0,1238,10402,53,25,53,6082,664,0,6175,137,0,77.406,50.457,80.821,603.208,312.772,0.0,7.934,250.532,24.111,13.131,0.0,384.406,2958.565,14.824,7.6659999999999995,15.819,1722.37,213.994,0.0,1916.216,45.746,0.0
