NUTS,SOUCET_HLASU,ZAPSANI_VOLICI,Strana zelených_votes,Švýcarská demokracie_votes,VOLNÝ blok_votes,Svoboda a př. demokracie (SPD)_votes,Česká str.sociálně demokrat._votes,Volte Pr.Blok www.cibulka.net_votes,ALIANCE NÁRODNÍCH SIL_votes,Trikolora Svobodní Soukromníci_votes,Aliance pro budoucnost_votes,Hnutí Prameny_votes,Levice_votes,PŘÍSAHA Roberta Šlachty_votes,"SPOLU – ODS, KDU-ČSL, TOP 09_votes",SENIOŘI 21_votes,Urza.cz: Nechceme vaše hlasy_votes,Koruna Česká (monarch.strana)_votes,PIRÁTI a STAROSTOVÉ_votes,Komunistická str.Čech a Moravy_votes,Moravské zemské hnutí_votes,ANO 2011_votes,Otevřeme ČR normálnímu životu_votes,Moravané_votes,Strana zelených_perc,Švýcarská demokracie_perc,VOLNÝ blok_perc,Svoboda a př. demokracie (SPD)_perc,Česká str.sociálně demokrat._perc,Volte Pr.Blok www.cibulka.net_perc,ALIANCE NÁRODNÍCH SIL_perc,Trikolora Svobodní Soukromníci_perc,Aliance pro budoucnost_perc,Hnutí Prameny_perc,Levice_perc,PŘÍSAHA Roberta Šlachty_perc,"SPOLU – ODS, KDU-ČSL, TOP 09_perc",SENIOŘI 21_perc,Urza.cz: Nechceme vaše hlasy_perc,Koruna Česká (monarch.strana)_perc,PIRÁTI a STAROSTOVÉ_perc,Komunistická str.Čech a Moravy_perc,Moravské zemské hnutí_perc,ANO 2011_perc,Otevřeme ČR normálnímu životu_perc,Moravané_perc
CZ010,2444,3570,29,3,21,94,86,2,0,73,2,6,0,78,1029,1,6,4,651,34,0,319,6,0,9.701,0.962,7.12,31.39,29.004,0.544,0.0,24.188,0.623,1.837,0.0,24.838,335.749,0.282,1.615,1.077,215.933,11.797,0.0,101.188,2.151,0.0
CZ0201,4088,5688,31,24,21,313,263,0,1,93,9,6,0,185,1074,10,7,9,639,179,0,1193,31,0,34.986000000000004,27.036,24.774,297.569,263.375,0.0,0.581,98.716,6.253,6.599,0.0,189.864,1131.294,9.872,8.172,8.744,687.28,191.286,0.0,1185.299,28.291,0.0
CZ0202,1927,2738,13,6,27,169,114,0,2,60,3,4,0,128,502,1,2,7,312,88,0,475,14,0,13.853,6.344,23.706,134.513,89.653,0.0,1.008,41.466,1.621,2.4699999999999998,0.0,82.076,415.882,0.383,2.48,4.216,268.475,51.239,0.0,349.923,10.684,0.0
CZ0203,5418,8462,59,36,55,610,258,0,6,121,6,4,0,311,1309,10,4,15,909,248,0,1423,34,0,36.887,23.024,42.061,427.413,153.869,0.0,4.348,86.513,2.994,2.651,0.0,172.965,807.477,6.571,1.308,14.268,514.776,160.552,0.0,909.015,33.302,0.0
CZ0204,6968,10238,45,30,81,647,337,0,8,179,12,8,0,290,1354,6,8,15,1547,332,0,2032,37,0,29.846,25.81,54.089,490.024,247.746,0.0,5.855,125.874,12.065999999999999,8.565,0.0,219.682,977.684,6.239,5.655,12.722,1036.345,236.921,0.0,1476.295,28.573,0.0
CZ0205,4471,7265,27,19,39,381,282,0,4,106,8,12,0,161,951,12,8,10,914,233,0,1284,20,0,23.787,21.762,37.846,398.298,307.724,0.0,4.42,105.343,10.698,13.67,0.0,158.557,881.388,10.421,8.318,15.994,826.546,216.44,0.0,1335.325,23.468,0.0
CZ0206,2816,4277,23,23,31,282,120,0,1,64,10,3,0,135,723,7,3,6,413,136,0,825,11,0,19.311,16.811,19.345,221.15800000000002,73.842,0.0,0.368,48.157000000000004,8.296,2.861,0.0,100.471,487.05,7.809,3.723,4.41,278.124,98.415,0.0,602.263,7.587,0.0
CZ0207,6451,9580,85,35,64,697,323,0,12,160,22,8,0,251,1553,5,8,6,1146,229,0,1785,62,0,60.325,21.444,46.545,551.137,244.885,0.0,9.677,130.517,13.754,4.676,0.0,197.529,1184.619,7.19,13.558,5.564,840.45,175.129,0.0,1350.028,42.980000000000004,0.0
CZ0208,3890,5595,45,18,59,393,243,0,4,93,11,5,0,181,797,7,8,10,620,159,0,1213,24,0,38.707,11.182,49.804,344.823,214.307,0.0,2.9549999999999996,86.625,8.998000000000001,4.508,0.0,148.037,742.8100000000001,12.921,7.17,7.325,539.162,154.061,0.0,1097.808,28.794,0.0
CZ0209,1644,2404,18,8,13,141,75,0,0,54,4,2,0,84,494,4,2,1,281,47,0,403,13,0,13.698,6.831,11.59,128.52100000000002,66.787,0.0,0.0,46.435,5.774,2.472,0.0,73.747,377.992,2.599,1.053,1.282,237.774,48.388,0.0,362.846,12.207,0.0
