NUTS,SOUCET_HLASU,ZAPSANI_VOLICI,Strana zelených_votes,Švýcarská demokracie_votes,VOLNÝ blok_votes,Svoboda a př. demokracie (SPD)_votes,Česká str.sociálně demokrat._votes,Volte Pr.Blok www.cibulka.net_votes,ALIANCE NÁRODNÍCH SIL_votes,Trikolora Svobodní Soukromníci_votes,Aliance pro budoucnost_votes,Hnutí Prameny_votes,Levice_votes,PŘÍSAHA Roberta Šlachty_votes,"SPOLU – ODS, KDU-ČSL, TOP 09_votes",SENIOŘI 21_votes,Urza.cz: Nechceme vaše hlasy_votes,Koruna Česká (monarch.strana)_votes,PIRÁTI a STAROSTOVÉ_votes,Komunistická str.Čech a Moravy_votes,Moravské zemské hnutí_votes,ANO 2011_votes,Otevřeme ČR normálnímu životu_votes,Moravané_votes,Strana zelených_perc,Švýcarská demokracie_perc,VOLNÝ blok_perc,Svoboda a př. demokracie (SPD)_perc,Česká str.sociálně demokrat._perc,Volte Pr.Blok www.cibulka.net_perc,ALIANCE NÁRODNÍCH SIL_perc,Trikolora Svobodní Soukromníci_perc,Aliance pro budoucnost_perc,Hnutí Prameny_perc,Levice_perc,PŘÍSAHA Roberta Šlachty_perc,"SPOLU – ODS, KDU-ČSL, TOP 09_perc",SENIOŘI 21_perc,Urza.cz: Nechceme vaše hlasy_perc,Koruna Česká (monarch.strana)_perc,PIRÁTI a STAROSTOVÉ_perc,Komunistická str.Čech a Moravy_perc,Moravské zemské hnutí_perc,ANO 2011_perc,Otevřeme ČR normálnímu životu_perc,Moravané_perc
CZ0201,1063,1462,6,4,7,68,82,0,0,17,2,2,0,41,305,1,1,1,199,30,0,292,5,0,8.462,6.305,12.026,82.468,81.337,0,0.0,22.778,2.755,1.695,0.0,62.138999999999996,406.45,2.174,2.703,0.82,284.67900000000003,53.931,0.0,362.053,7.225999999999999,0.0
CZ0202,607,867,5,2,7,63,49,0,1,13,1,1,0,26,166,0,1,0,103,17,0,148,4,0,7.132,3.434,9.094,72.057,56.288,0,0.625,13.799,0.625,0.625,0.0,26.259,198.757,0.0,1.587,0.0,131.377,17.186,0.0,156.413,4.739,0.0
CZ0203,1367,2164,16,12,16,182,56,0,2,30,3,1,0,90,309,2,2,7,190,56,0,375,18,0,14.376,11.907,16.689,167.927,40.982,0,0.896,31.911,1.365,0.662,0.0,56.688,284.825,2.941,0.467,11.72,158.24699999999999,40.509,0.0,335.292,22.592,0.0
CZ0204,2222,3199,22,3,20,229,120,0,1,65,4,3,0,89,426,2,0,3,476,112,0,638,9,0,18.977,3.391,15.717,208.363,112.534,0,0.671,60.606,4.064,3.685,0.0,85.44,380.526,3.592,0.0,2.992,407.116,92.878,0.0,588.092,11.35,0.0
CZ0205,756,1086,3,4,6,64,54,0,0,22,2,4,0,27,152,2,2,3,146,32,0,231,2,0,4.842,9.015,8.378,126.501,108.891,0,0.0,39.527,5.448,7.984,0.0,52.237,289.68399999999997,2.567,2.777,7.115,241.216,52.433,0.0,435.037,6.348999999999999,0.0
CZ0206,640,955,3,6,5,84,17,0,0,16,4,2,0,30,154,2,2,0,106,23,0,186,0,0,4.429,6.316000000000001,6.4830000000000005,94.4,15.923,0,0.0,17.91,5.085,2.4930000000000003,0.0,36.025999999999996,169.21,3.774,2.372,0.0,102.414,27.413,0.0,205.75,0.0,0.0
CZ0207,3155,4794,42,15,18,340,175,0,4,66,8,3,0,123,784,3,5,3,584,110,0,840,32,0,30.622999999999998,6.890000000000001,13.973,300.725,133.5,0,3.954,67.319,4.148,1.324,0.0,107.08,673.989,4.533,10.437999999999999,3.316,460.866,91.093,0.0,664.838,21.398,0.0
CZ0208,1512,2174,24,3,27,161,85,0,0,48,4,2,0,68,319,4,3,3,213,48,0,490,10,0,21.603,2.2649999999999997,28.371000000000002,169.39000000000001,91.476,0,0.0,55.413000000000004,3.589,2.176,0.0,65.685,337.854,11.082,1.883,2.388,223.25900000000001,62.644,0.0,507.58,13.338000000000001,0.0
CZ0209,708,1035,8,3,4,74,30,0,0,18,3,0,0,50,189,0,0,0,117,17,0,184,11,0,6.074999999999999,3.124,4.708,75.519,29.525,0,0.0,20.015,4.584,0.0,0.0,46.801,166.753,0.0,0.0,0.0,118.958,25.178,0.0,187.92,10.84,0.0
CZ020A,53,79,0,2,4,2,2,0,0,1,0,0,0,0,23,1,0,0,9,1,0,7,1,0,0.0,3.774,7.547,3.774,3.774,0,0.0,1.887,0.0,0.0,0.0,0.0,43.396,1.887,0.0,0.0,16.981,1.887,0.0,13.208,1.887,0.0
