NUTS,SOUCET_HLASU,ZAPSANI_VOLICI,Strana zelených_votes,Švýcarská demokracie_votes,VOLNÝ blok_votes,Svoboda a př. demokracie (SPD)_votes,Česká str.sociálně demokrat._votes,Volte Pr.Blok www.cibulka.net_votes,ALIANCE NÁRODNÍCH SIL_votes,Trikolora Svobodní Soukromníci_votes,Aliance pro budoucnost_votes,Hnutí Prameny_votes,Levice_votes,PŘÍSAHA Roberta Šlachty_votes,"SPOLU – ODS, KDU-ČSL, TOP 09_votes",SENIOŘI 21_votes,Urza.cz: Nechceme vaše hlasy_votes,Koruna Česká (monarch.strana)_votes,PIRÁTI a STAROSTOVÉ_votes,Komunistická str.Čech a Moravy_votes,Moravské zemské hnutí_votes,ANO 2011_votes,Otevřeme ČR normálnímu životu_votes,Moravané_votes,Strana zelených_perc,Švýcarská demokracie_perc,VOLNÝ blok_perc,Svoboda a př. demokracie (SPD)_perc,Česká str.sociálně demokrat._perc,Volte Pr.Blok www.cibulka.net_perc,ALIANCE NÁRODNÍCH SIL_perc,Trikolora Svobodní Soukromníci_perc,Aliance pro budoucnost_perc,Hnutí Prameny_perc,Levice_perc,PŘÍSAHA Roberta Šlachty_perc,"SPOLU – ODS, KDU-ČSL, TOP 09_perc",SENIOŘI 21_perc,Urza.cz: Nechceme vaše hlasy_perc,Koruna Česká (monarch.strana)_perc,PIRÁTI a STAROSTOVÉ_perc,Komunistická str.Čech a Moravy_perc,Moravské zemské hnutí_perc,ANO 2011_perc,Otevřeme ČR normálnímu životu_perc,Moravané_perc
CZ010,14689,23777,176,37,126,661,597,19,15,428,14,18,2,444,5912,22,15,20,3485,246,0,2408,33,11,55.125,13.009,37.088,192.537,193.255,11.021,4.925,124.33,4.829,5.3549999999999995,0.40900000000000003,123.81099999999999,1753.011,9.622,4.007,5.737,1036.557,79.52,0.0,728.108,12.309,5.433
CZ0201,13041,19193,137,70,102,964,767,0,12,274,23,17,0,658,3393,21,18,29,2153,522,0,3779,102,0,91.433,53.595,69.642,670.007,566.398,0.0,7.063,190.219,19.487000000000002,11.839,0.0,430.862,2480.34,14.0,12.349,23.357,1503.749,388.713,0.0,2708.707,58.229,0.0
CZ0202,5749,8512,64,34,63,469,253,0,6,155,8,6,0,391,1639,6,5,19,932,267,0,1389,43,0,40.877,19.693,38.649,283.307,164.793,0.0,3.0909999999999997,89.622,4.663,3.602,0.0,211.166,971.582,2.232,4.193,9.631,583.703,135.826,0.0,808.26,25.091,0.0
CZ0203,18680,29419,214,117,197,1948,874,0,19,482,39,18,0,987,4666,32,23,48,2982,796,0,5131,107,0,93.228,53.512,98.721,916.706,371.709,0.0,10.238999999999999,207.285,14.982,7.467,0.0,404.567,1900.76,13.772,6.747,24.152,1192.037,368.373,0.0,2253.925,61.797,0.0
CZ0204,16883,25234,106,67,208,1490,823,0,21,387,31,19,0,721,3485,22,17,50,3832,746,0,4779,79,0,53.003,42.414,121.305,836.544,457.514,0.0,11.098,221.146,18.099,12.815,0.0,402.865,1802.167,13.755,8.245,26.58,1909.868,400.847,0.0,2614.157,47.555,0.0
CZ0205,12192,18705,88,57,101,1022,784,0,33,267,17,25,0,514,2492,20,15,29,2334,580,0,3755,59,0,63.874,44.254,71.17699999999999,812.159,621.014,0.0,32.159,209.69,20.322,27.983999999999998,0.0,360.24399999999997,1783.541,15.674,11.289,31.752,1680.166,439.126,0.0,2925.871,49.724000000000004,0.0
CZ0206,8595,13400,90,44,77,845,367,0,8,256,22,10,0,429,2185,12,7,25,1362,380,0,2424,52,0,59.394,24.022000000000002,43.31,526.796,195.614,0.0,5.72,128.939,16.243000000000002,5.208,0.0,242.987,1163.714,9.531,6.033,14.316,718.334,236.78,0.0,1374.98,28.078,0.0
CZ0207,14388,21098,172,100,151,1462,776,0,21,399,57,16,0,566,3497,15,19,16,2715,485,0,3797,124,0,103.571,57.105,93.76,969.4,515.658,0.0,13.673,257.594,31.785,8.636000000000001,0.0,362.512,2207.037,15.192,18.272,11.438,1637.574,320.8,0.0,2400.616,75.377,0.0
CZ0208,11299,16320,117,62,126,1067,638,0,13,315,27,20,0,542,2576,21,12,23,1930,432,0,3277,101,0,71.909,34.52,87.857,714.982,437.948,0.0,7.042,192.687,19.494,19.721,0.0,343.682,1584.125,18.272,9.092,13.166,1176.622,307.612,0.0,2185.161,76.087,0.0
CZ0209,5703,8048,48,34,55,395,197,0,6,167,17,3,0,264,1990,11,4,13,1118,151,0,1197,33,0,28.811,23.953,33.263,258.794,127.1,0.0,3.477,104.23,12.789,3.053,0.0,165.088,1106.497,6.041,1.505,7.056,641.746,100.48,0.0,753.8,22.308,0.0
CZ020A,4098,5520,41,27,42,239,147,0,2,121,8,4,0,182,1458,3,5,12,905,99,0,786,17,0,17.801,14.89,20.663999999999998,106.151,66.73,0.0,0.784,55.411,2.832,2.136,0.0,82.5,627.489,2.4939999999999998,3.2680000000000002,6.348999999999999,393.89,42.597,0.0,344.042,9.978,0.0
