NUTS,SOUCET_HLASU,ZAPSANI_VOLICI,Strana zelených_votes,Švýcarská demokracie_votes,VOLNÝ blok_votes,Svoboda a př. demokracie (SPD)_votes,Česká str.sociálně demokrat._votes,Volte Pr.Blok www.cibulka.net_votes,ALIANCE NÁRODNÍCH SIL_votes,Trikolora Svobodní Soukromníci_votes,Aliance pro budoucnost_votes,Hnutí Prameny_votes,Levice_votes,PŘÍSAHA Roberta Šlachty_votes,"SPOLU – ODS, KDU-ČSL, TOP 09_votes",SENIOŘI 21_votes,Urza.cz: Nechceme vaše hlasy_votes,Koruna Česká (monarch.strana)_votes,PIRÁTI a STAROSTOVÉ_votes,Komunistická str.Čech a Moravy_votes,Moravské zemské hnutí_votes,ANO 2011_votes,Otevřeme ČR normálnímu životu_votes,Moravané_votes,Strana zelených_perc,Švýcarská demokracie_perc,VOLNÝ blok_perc,Svoboda a př. demokracie (SPD)_perc,Česká str.sociálně demokrat._perc,Volte Pr.Blok www.cibulka.net_perc,ALIANCE NÁRODNÍCH SIL_perc,Trikolora Svobodní Soukromníci_perc,Aliance pro budoucnost_perc,Hnutí Prameny_perc,Levice_perc,PŘÍSAHA Roberta Šlachty_perc,"SPOLU – ODS, KDU-ČSL, TOP 09_perc",SENIOŘI 21_perc,Urza.cz: Nechceme vaše hlasy_perc,Koruna Česká (monarch.strana)_perc,PIRÁTI a STAROSTOVÉ_perc,Komunistická str.Čech a Moravy_perc,Moravské zemské hnutí_perc,ANO 2011_perc,Otevřeme ČR normálnímu životu_perc,Moravané_perc
CZ010,42014,62953,424,103,341,1842,1747,36,30,1096,56,64,11,1418,16757,63,34,70,9700,803,0,7310,83,26,111.047,27.228,86.877,457.876,443.253,14.786,8.129,273.723,15.046,16.012,2.5229999999999997,341.752,4247.946,18.755,8.228,17.806,2472.778,200.604,0.0,1803.252,23.633,8.714
CZ0201,20170,29390,199,108,175,1439,1137,0,18,427,30,26,0,979,5308,32,22,45,3435,810,0,5842,138,0,119.5,69.091,113.939,894.93,730.132,0.0,8.858,251.655,23.316,17.713,0.0,577.598,3319.422,19.664,14.393,29.192,2052.147,513.699,0.0,3667.773,76.967,0.0
CZ0202,9229,13462,101,49,96,742,429,0,9,241,16,10,0,617,2713,14,7,23,1530,383,0,2179,70,0,58.1,27.101,52.386,415.48199999999997,247.293,0.0,4.559,125.959,8.61,4.96,0.0,308.666,1415.088,6.319,4.9879999999999995,11.161,832.8679999999999,187.19,0.0,1154.071,35.174,0.0
CZ0203,23643,37316,268,161,245,2449,1086,0,23,607,51,25,0,1227,5864,42,26,54,3787,1056,0,6540,132,0,114.743,68.651,116.01,1095.992,449.122,0.0,10.964,253.137,21.434,10.432,0.0,492.721,2342.377,16.737,7.309,25.39,1474.006,469.461,0.0,2757.782,73.715,0.0
CZ0204,22619,33979,137,88,273,2015,1063,0,30,502,47,27,0,903,4665,31,22,63,5389,975,0,6288,101,0,62.727,48.287,140.766,1022.686,537.789,0.0,14.954,258.03,24.165,16.799,0.0,460.782,2163.524,16.626,11.040000000000001,31.543,2346.59,486.005,0.0,3100.81,56.854,0.0
CZ0205,19953,30675,154,82,177,1736,1257,0,47,404,29,42,0,871,4145,35,25,39,3887,911,0,5994,118,0,85.581,55.201,92.854,1072.229,792.546,0.0,36.78,254.751,23.923,34.852,0.0,480.69,2360.606,20.659,14.530999999999999,36.81,2178.862,561.558,0.0,3726.828,70.75,0.0
CZ0206,14846,23223,153,78,138,1455,678,0,15,445,38,19,0,718,3818,25,19,36,2444,589,0,4098,80,0,78.11,33.871,63.939,724.218,289.134,0.0,7.39,193.783,21.77,8.416,0.0,328.99399999999997,1681.171,13.358,10.536,17.867,1058.578,306.324,0.0,1923.848,38.688,0.0
CZ0207,20771,30231,251,134,244,2032,1143,0,28,601,86,28,0,863,4984,20,29,29,3879,712,0,5542,166,0,139.6,68.05499999999999,136.764,1234.758,666.245,0.0,17.243000000000002,330.179,44.558,12.359,0.0,486.59,2761.094,16.634999999999998,21.972,17.234,2090.614,425.76800000000003,0.0,3135.841,94.48,0.0
CZ0208,16446,23864,160,85,177,1517,912,0,20,421,45,28,0,770,3885,29,15,30,2898,621,0,4701,132,0,85.015,40.605,107.006,861.224,527.121,0.0,9.236,225.943,26.931,22.668,0.0,425.587,1968.781,20.382,10.062,15.117,1462.792,371.316,0.0,2635.456,84.734,0.0
CZ0209,13913,19463,134,73,126,925,503,0,10,365,36,16,0,594,4848,24,16,24,2682,343,0,3127,67,0,52.998,34.357,53.825,403.365,207.157,0.0,4.886,161.237,18.337,6.449,0.0,253.577,1859.706,9.18,6.008,10.447,1058.637,145.892,0.0,1282.467,31.469,0.0
CZ020A,6025,8371,90,33,61,334,216,0,4,180,10,9,0,252,2170,5,5,18,1331,147,0,1138,22,0,33.204,16.578,29.281,139.965,90.926,0.0,1.19,75.231,3.534,3.743,0.0,103.251,842.313,2.824,3.2680000000000002,7.712,508.00600000000003,64.73,0.0,462.571,11.68,0.0
CZ020B,25896,38018,283,144,229,1987,1381,0,24,583,54,38,0,1471,6873,45,28,57,4352,1116,0,7041,190,0,167.8,91.77,132.282,1161.045,811.826,0.0,11.508000000000001,326.88,31.123,24.564999999999998,0.0,814.883,3798.793,26.938,14.603,38.115,2343.642,698.679,0.0,4000.839,104.697,0.0
CZ020C,13595,20936,120,70,111,1327,745,0,14,334,27,28,0,689,2809,22,17,39,2091,737,0,4355,60,0,65.9,38.329,63.073,760.053,473.015,0.0,10.047,212.407,12.452,12.378,0.0,374.398,1542.9560000000001,8.679,11.458,25.946,1158.493,497.441,0.0,2595.06,37.901,0.0
