NUTS,counted
CZ010,0.0
CZ0201,0.207
CZ0202,0.0
CZ0203,0.0
CZ0204,0.0
CZ0205,0.121
CZ0206,0.0
CZ0207,0.076
CZ0208,0.0
CZ0209,0.055
CZ020A,0.0
CZ020B,0.0
CZ020C,0.0
CZ0311,0.216
CZ0312,0.0
CZ0313,0.0
CZ0314,0.25
CZ0315,0.0
CZ0316,1.073
CZ0317,0.097
CZ0321,1.181
CZ0322,0.522
CZ0323,0.0
CZ0324,0.62
CZ0325,0.063
CZ0326,0.416
CZ0327,0.181
CZ0411,0.0
CZ0412,0.0
CZ0413,0.0
CZ0421,0.1
CZ0422,0.0
CZ0423,0.0
CZ0424,0.261
CZ0425,0.077
CZ0426,0.0
CZ0427,0.202
CZ0511,0.0
CZ0512,0.0
CZ0513,0.0
CZ0514,0.109
CZ0521,0.268
CZ0522,0.217
CZ0523,0.074
CZ0524,0.068
CZ0525,0.0
CZ0531,0.104
CZ0532,0.033
CZ0533,0.102
CZ0534,0.122
CZ0631,0.506
CZ0632,0.737
CZ0633,0.464
CZ0634,0.135
CZ0635,0.254
CZ0641,0.0
CZ0642,0.0
CZ0643,0.038
CZ0644,0.0
CZ0645,0.0
CZ0646,0.0
CZ0647,0.0
CZ0711,0.0
CZ0712,0.135
CZ0713,0.126
CZ0714,0.0
CZ0715,0.0
CZ0721,0.0
CZ0722,0.0
CZ0723,0.0
CZ0724,0.0
CZ0801,0.0
CZ0802,0.0
CZ0803,0.0
CZ0804,0.0
CZ0805,0.0
CZ0806,0.0
CZZZZZ,0.083
