NUTS,counted
CZ010,27.804
CZ0201,64.886
CZ0202,42.796
CZ0203,52.799
CZ0204,74.867
CZ0205,80.289
CZ0206,60.933
CZ0207,59.471
CZ0208,63.861
CZ0209,35.784
CZ020A,21.919
CZ020B,72.044
CZ020C,80.256
CZ0311,66.052
CZ0312,66.444
CZ0313,74.632
CZ0314,85.731
CZ0315,68.946
CZ0316,92.23
CZ0317,82.849
CZ0321,94.434
CZ0322,85.326
CZ0323,85.048
CZ0324,84.048
CZ0325,80.403
CZ0326,86.925
CZ0327,81.894
CZ0411,56.45
CZ0412,60.232
CZ0413,76.733
CZ0421,54.677
CZ0422,70.846
CZ0423,78.825
CZ0424,83.521
CZ0425,88.239
CZ0426,87.822
CZ0427,92.066
CZ0511,89.228
CZ0512,83.24
CZ0513,57.215
CZ0514,77.916
CZ0521,73.224
CZ0522,80.835
CZ0523,87.465
CZ0524,84.099
CZ0525,72.464
CZ0531,73.043
CZ0532,58.791
CZ0533,79.612
CZ0534,71.49
CZ0631,77.291
CZ0632,80.395
CZ0633,81.393
CZ0634,72.001
CZ0635,79.335
CZ0641,74.449
CZ0642,59.701
CZ0643,43.085
CZ0644,54.576
CZ0645,57.433
CZ0646,78.648
CZ0647,78.357
CZ0711,60.112
CZ0712,60.174
CZ0713,79.712
CZ0714,85.23
CZ0715,64.463
CZ0721,74.048
CZ0722,69.449
CZ0723,72.263
CZ0724,64.678
CZ0801,90.777
CZ0802,73.525
CZ0803,74.262
CZ0804,71.164
CZ0805,70.638
CZ0806,71.867
CZZZZZ,9.094
