NUTS,counted
CZ010,0.559
CZ0201,10.851
CZ0202,4.232
CZ0203,8.77
CZ0204,16.286
CZ0205,15.771
CZ0206,8.719
CZ0207,11.989
CZ0208,10.546
CZ0209,2.428
CZ020A,2.664
CZ020B,12.162
CZ020C,8.409
CZ0311,12.004
CZ0312,6.455
CZ0313,15.359
CZ0314,11.09
CZ0315,17.337
CZ0316,21.56
CZ0317,13.293
CZ0321,29.851
CZ0322,15.325
CZ0323,19.701
CZ0324,19.781
CZ0325,13.507
CZ0326,28.539
CZ0327,16.546
CZ0411,5.661
CZ0412,5.395
CZ0413,7.276
CZ0421,6.764
CZ0422,5.468
CZ0423,13.082
CZ0424,14.791
CZ0425,16.143
CZ0426,4.869
CZ0427,23.655
CZ0511,12.364
CZ0512,9.24
CZ0513,4.833
CZ0514,10.092
CZ0521,13.008
CZ0522,16.142
CZ0523,12.624
CZ0524,14.154
CZ0525,8.565
CZ0531,15.95
CZ0532,6.214
CZ0533,13.488
CZ0534,12.531
CZ0631,12.992
CZ0632,15.255
CZ0633,19.269
CZ0634,15.587
CZ0635,20.628
CZ0641,12.212
CZ0642,2.653
CZ0643,5.076
CZ0644,1.165
CZ0645,3.604
CZ0646,12.695
CZ0647,14.378
CZ0711,5.83
CZ0712,5.898
CZ0713,12.794
CZ0714,11.304
CZ0715,6.034
CZ0721,13.794
CZ0722,3.216
CZ0723,5.729
CZ0724,3.709
CZ0801,13.301
CZ0802,6.788
CZ0803,10.344
CZ0804,9.296
CZ0805,7.958
CZ0806,5.475
CZZZZZ,2.04
