NUTS,counted
CZ010,20.671
CZ0201,57.256
CZ0202,36.33
CZ0203,45.468
CZ0204,69.035
CZ0205,73.55
CZ0206,49.398
CZ0207,50.548
CZ0208,56.765
CZ0209,25.881
CZ020A,17.116
CZ020B,64.655
CZ020C,70.322
CZ0311,55.14
CZ0312,52.255
CZ0313,72.099
CZ0314,75.498
CZ0315,63.976
CZ0316,82.881
CZ0317,76.394
CZ0321,89.603
CZ0322,73.686
CZ0323,79.757
CZ0324,75.753
CZ0325,68.364
CZ0326,81.154
CZ0327,72.924
CZ0411,46.541
CZ0412,50.369
CZ0413,68.618
CZ0421,47.119
CZ0422,63.053
CZ0423,70.324
CZ0424,79.091
CZ0425,85.717
CZ0426,82.097
CZ0427,86.856
CZ0511,77.106
CZ0512,72.498
CZ0513,46.545
CZ0514,67.227
CZ0521,64.231
CZ0522,70.243
CZ0523,81.986
CZ0524,78.058
CZ0525,64.357
CZ0531,67.413
CZ0532,47.481
CZ0533,70.591
CZ0534,63.339
CZ0631,71.444
CZ0632,73.555
CZ0633,73.805
CZ0634,67.501
CZ0635,71.471
CZ0641,62.48
CZ0642,48.623
CZ0643,36.445
CZ0644,41.551
CZ0645,47.657
CZ0646,68.965
CZ0647,71.618
CZ0711,46.194
CZ0712,50.915
CZ0713,70.495
CZ0714,77.904
CZ0715,52.961
CZ0721,67.741
CZ0722,59.48
CZ0723,60.73
CZ0724,54.493
CZ0801,82.501
CZ0802,64.85
CZ0803,66.8
CZ0804,57.197
CZ0805,61.591
CZ0806,65.48
CZZZZZ,6.948
