NUTS,counted
CZ010,6.697
CZ0201,37.886
CZ0202,18.606
CZ0203,29.652
CZ0204,43.435
CZ0205,51.343
CZ0206,27.999
CZ0207,32.983
CZ0208,31.702
CZ0209,14.447
CZ020A,7.589
CZ020B,42.109
CZ020C,48.46
CZ0311,35.795
CZ0312,20.361
CZ0313,49.47
CZ0314,45.503
CZ0315,43.377
CZ0316,52.233
CZ0317,59.179
CZ0321,75.815
CZ0322,44.458
CZ0323,54.792
CZ0324,49.697
CZ0325,47.842
CZ0326,62.879
CZ0327,44.516
CZ0411,26.283
CZ0412,29.962
CZ0413,36.671
CZ0421,21.8
CZ0422,36.563
CZ0423,43.801
CZ0424,44.611
CZ0425,61.407
CZ0426,46.529
CZ0427,66.112
CZ0511,48.349
CZ0512,41.671
CZ0513,20.431
CZ0514,46.613
CZ0521,41.757
CZ0522,48.273
CZ0523,49.184
CZ0524,52.88
CZ0525,30.202
CZ0531,40.969
CZ0532,23.692
CZ0533,50.144
CZ0534,39.192
CZ0631,39.364
CZ0632,47.505
CZ0633,49.528
CZ0634,46.645
CZ0635,53.612
CZ0641,37.28
CZ0642,23.233
CZ0643,21.181
CZ0644,17.892
CZ0645,21.035
CZ0646,43.221
CZ0647,44.999
CZ0711,25.273
CZ0712,30.278
CZ0713,48.638
CZ0714,48.89
CZ0715,26.197
CZ0721,42.009
CZ0722,26.465
CZ0723,34.921
CZ0724,27.549
CZ0801,48.607
CZ0802,37.95
CZ0803,44.866
CZ0804,32.383
CZ0805,32.215
CZ0806,36.806
CZZZZZ,4.536
