NUTS,counted
CZ010,9.059
CZ0201,40.526
CZ0202,20.075
CZ0203,32.345
CZ0204,48.436
CZ0205,55.893
CZ0206,32.632
CZ0207,36.569
CZ0208,39.846
CZ0209,15.928
CZ020A,9.424
CZ020B,46.731
CZ020C,55.479
CZ0311,38.922
CZ0312,24.22
CZ0313,56.794
CZ0314,48.6
CZ0315,47.016
CZ0316,55.684
CZ0317,64.586
CZ0321,78.069
CZ0322,50.278
CZ0323,61.09
CZ0324,51.922
CZ0325,52.885
CZ0326,66.62
CZ0327,51.772
CZ0411,32.038
CZ0412,34.661
CZ0413,41.096
CZ0421,25.223
CZ0422,39.768
CZ0423,49.592
CZ0424,54.677
CZ0425,70.447
CZ0426,50.28
CZ0427,75.57
CZ0511,55.843
CZ0512,46.411
CZ0513,26.629
CZ0514,49.727
CZ0521,45.169
CZ0522,50.936
CZ0523,57.24
CZ0524,58.243
CZ0525,38.001
CZ0531,48.284
CZ0532,26.52
CZ0533,57.411
CZ0534,44.104
CZ0631,41.807
CZ0632,54.594
CZ0633,59.272
CZ0634,52.175
CZ0635,58.344
CZ0641,42.583
CZ0642,29.189
CZ0643,23.296
CZ0644,24.616
CZ0645,25.201
CZ0646,50.935
CZ0647,51.66
CZ0711,29.69
CZ0712,35.327
CZ0713,53.581
CZ0714,55.564
CZ0715,30.662
CZ0721,46.205
CZ0722,31.076
CZ0723,36.08
CZ0724,34.326
CZ0801,57.122
CZ0802,44.518
CZ0803,51.268
CZ0804,37.379
CZ0805,38.307
CZ0806,44.336
CZZZZZ,4.536
