NUTS,counted
CZ010,50.348
CZ0201,77.612
CZ0202,68.585
CZ0203,74.501
CZ0204,88.839
CZ0205,88.415
CZ0206,79.315
CZ0207,76.987
CZ0208,81.396
CZ0209,54.191
CZ020A,40.703
CZ020B,81.155
CZ020C,86.362
CZ0311,84.129
CZ0312,80.233
CZ0313,87.94
CZ0314,96.281
CZ0315,81.896
CZ0316,95.78
CZ0317,97.466
CZ0321,98.104
CZ0322,92.455
CZ0323,94.45
CZ0324,94.365
CZ0325,95.097
CZ0326,100.0
CZ0327,95.636
CZ0411,78.026
CZ0412,88.747
CZ0413,92.649
CZ0421,77.953
CZ0422,84.36
CZ0423,95.43
CZ0424,90.739
CZ0425,95.715
CZ0426,96.398
CZ0427,97.622
CZ0511,96.479
CZ0512,93.402
CZ0513,78.858
CZ0514,91.223
CZ0521,93.312
CZ0522,97.682
CZ0523,96.615
CZ0524,94.436
CZ0525,88.099
CZ0531,88.644
CZ0532,73.852
CZ0533,95.089
CZ0534,87.448
CZ0631,92.658
CZ0632,94.013
CZ0633,90.683
CZ0634,81.641
CZ0635,90.806
CZ0641,94.726
CZ0642,77.365
CZ0643,59.728
CZ0644,72.68
CZ0645,75.345
CZ0646,90.414
CZ0647,90.486
CZ0711,80.873
CZ0712,83.633
CZ0713,93.337
CZ0714,95.137
CZ0715,86.693
CZ0721,93.566
CZ0722,88.166
CZ0723,90.083
CZ0724,84.004
CZ0801,97.958
CZ0802,89.585
CZ0803,91.636
CZ0804,89.471
CZ0805,88.396
CZ0806,85.425
CZZZZZ,13.016
