NUTS,counted
CZ010,61.736
CZ0201,89.844
CZ0202,77.739
CZ0203,78.415
CZ0204,93.504
CZ0205,95.528
CZ0206,86.089
CZ0207,88.978
CZ0208,84.575
CZ0209,61.038
CZ020A,47.311
CZ020B,87.365
CZ020C,91.933
CZ0311,87.532
CZ0312,86.349
CZ0313,93.898
CZ0314,100.0
CZ0315,100.0
CZ0316,97.255
CZ0317,98.926
CZ0321,98.104
CZ0322,95.89
CZ0323,95.215
CZ0324,96.655
CZ0325,96.275
CZ0326,100.0
CZ0327,97.481
CZ0411,86.083
CZ0412,92.912
CZ0413,97.207
CZ0421,87.162
CZ0422,91.373
CZ0423,96.951
CZ0424,94.349
CZ0425,96.901
CZ0426,98.203
CZ0427,98.488
CZ0511,98.014
CZ0512,93.402
CZ0513,81.744
CZ0514,95.637
CZ0521,95.882
CZ0522,97.682
CZ0523,96.615
CZ0524,98.484
CZ0525,90.891
CZ0531,92.978
CZ0532,85.108
CZ0533,100.0
CZ0534,95.714
CZ0631,94.971
CZ0632,97.135
CZ0633,92.199
CZ0634,87.981
CZ0635,92.225
CZ0641,95.956
CZ0642,87.185
CZ0643,65.459
CZ0644,86.778
CZ0645,86.69
CZ0646,95.754
CZ0647,95.025
CZ0711,95.546
CZ0712,91.994
CZ0713,96.179
CZ0714,97.672
CZ0715,93.45
CZ0721,97.509
CZ0722,93.349
CZ0723,94.124
CZ0724,89.659
CZ0801,100.0
CZ0802,94.599
CZ0803,96.472
CZ0804,93.322
CZ0805,93.958
CZ0806,89.054
CZZZZZ,13.994
