NUTS,counted
CZ010,0.0
CZ0201,0.958
CZ0202,0.569
CZ0203,0.236
CZ0204,2.049
CZ0205,0.72
CZ0206,0.428
CZ0207,1.402
CZ0208,1.33
CZ0209,0.504
CZ020A,0.0
CZ020B,1.312
CZ020C,1.144
CZ0311,0.853
CZ0312,0.168
CZ0313,2.161
CZ0314,2.145
CZ0315,1.697
CZ0316,5.613
CZ0317,1.339
CZ0321,5.167
CZ0322,3.043
CZ0323,0.693
CZ0324,2.966
CZ0325,1.605
CZ0326,3.47
CZ0327,3.09
CZ0411,0.249
CZ0412,0.141
CZ0413,0.276
CZ0421,0.462
CZ0422,0.331
CZ0423,0.324
CZ0424,1.436
CZ0425,1.493
CZ0426,0.0
CZ0427,1.544
CZ0511,0.55
CZ0512,0.918
CZ0513,0.254
CZ0514,0.259
CZ0521,1.658
CZ0522,2.967
CZ0523,1.078
CZ0524,0.913
CZ0525,0.069
CZ0531,2.07
CZ0532,0.877
CZ0533,1.11
CZ0534,1.365
CZ0631,2.391
CZ0632,2.946
CZ0633,3.03
CZ0634,2.492
CZ0635,2.552
CZ0641,1.08
CZ0642,0.0
CZ0643,0.497
CZ0644,0.0
CZ0645,0.126
CZ0646,0.401
CZ0647,1.013
CZ0711,0.0
CZ0712,0.641
CZ0713,1.244
CZ0714,0.814
CZ0715,0.398
CZ0721,0.921
CZ0722,0.0
CZ0723,0.204
CZ0724,0.193
CZ0801,0.493
CZ0802,0.0
CZ0803,0.843
CZ0804,0.194
CZ0805,0.24
CZ0806,0.151
CZZZZZ,0.485
