,0
SOUCET_HLASU,1799198
Svoboda a př. demokracie (SPD)_votes,191520
"SPOLU – ODS, KDU-ČSL, TOP 09_votes",443945
PIRÁTI a STAROSTOVÉ_votes,251197
ANO 2011_votes,533578
Svoboda a př. demokracie (SPD)_percent,10.64
"SPOLU – ODS, KDU-ČSL, TOP 09_percent",24.67
PIRÁTI a STAROSTOVÉ_percent,13.96
ANO 2011_percent,29.66
