,0
SOUCET_HLASU,5220906
Svoboda a př. demokracie (SPD)_votes,504958
"SPOLU – ODS, KDU-ČSL, TOP 09_votes",1436309
PIRÁTI a STAROSTOVÉ_votes,804452
ANO 2011_votes,1429640
Svoboda a př. demokracie (SPD)_percent,9.67
"SPOLU – ODS, KDU-ČSL, TOP 09_percent",27.51
PIRÁTI a STAROSTOVÉ_percent,15.41
ANO 2011_percent,27.38
