,0
SOUCET_HLASU,5324741
Svoboda a př. demokracie (SPD)_votes,511278
"SPOLU – ODS, KDU-ČSL, TOP 09_votes",1474961
PIRÁTI a STAROSTOVÉ_votes,826917
ANO 2011_votes,1449634
Svoboda a př. demokracie (SPD)_percent,9.6
"SPOLU – ODS, KDU-ČSL, TOP 09_percent",27.7
PIRÁTI a STAROSTOVÉ_percent,15.53
ANO 2011_percent,27.22
