,0
SOUCET_HLASU,5163993
Svoboda a př. demokracie (SPD)_votes,501483
"SPOLU – ODS, KDU-ČSL, TOP 09_votes",1415234
PIRÁTI a STAROSTOVÉ_votes,792513
ANO 2011_votes,1418533
Svoboda a př. demokracie (SPD)_percent,9.71
"SPOLU – ODS, KDU-ČSL, TOP 09_percent",27.41
PIRÁTI a STAROSTOVÉ_percent,15.35
ANO 2011_percent,27.47
