,0
SOUCET_HLASU,2057017
Svoboda a př. demokracie (SPD)_votes,217965
"SPOLU – ODS, KDU-ČSL, TOP 09_votes",510780
PIRÁTI a STAROSTOVÉ_votes,288996
ANO 2011_votes,606899
Svoboda a př. demokracie (SPD)_percent,10.6
"SPOLU – ODS, KDU-ČSL, TOP 09_percent",24.83
PIRÁTI a STAROSTOVÉ_percent,14.05
ANO 2011_percent,29.5
