,0
SOUCET_HLASU,1173
Svoboda a př. demokracie (SPD)_votes,130
"SPOLU – ODS, KDU-ČSL, TOP 09_votes",265
PIRÁTI a STAROSTOVÉ_votes,151
ANO 2011_votes,361
Svoboda a př. demokracie (SPD)_percent,11.08
"SPOLU – ODS, KDU-ČSL, TOP 09_percent",22.59
PIRÁTI a STAROSTOVÉ_percent,12.87
ANO 2011_percent,30.78
