,0
SOUCET_HLASU,5362931
Svoboda a př. demokracie (SPD)_votes,513314
"SPOLU – ODS, KDU-ČSL, TOP 09_votes",1489561
PIRÁTI a STAROSTOVÉ_votes,836067
ANO 2011_votes,1456292
Svoboda a př. demokracie (SPD)_percent,9.57
"SPOLU – ODS, KDU-ČSL, TOP 09_percent",27.78
PIRÁTI a STAROSTOVÉ_percent,15.59
ANO 2011_percent,27.15
