,0
SOUCET_HLASU,5052491
Svoboda a př. demokracie (SPD)_votes,493584
"SPOLU – ODS, KDU-ČSL, TOP 09_votes",1376160
PIRÁTI a STAROSTOVÉ_votes,771809
ANO 2011_votes,1393951
Svoboda a př. demokracie (SPD)_percent,9.77
"SPOLU – ODS, KDU-ČSL, TOP 09_percent",27.24
PIRÁTI a STAROSTOVÉ_percent,15.28
ANO 2011_percent,27.59
