,0
SOUCET_HLASU,3479320
Svoboda a př. demokracie (SPD)_votes,357128
"SPOLU – ODS, KDU-ČSL, TOP 09_votes",898373
PIRÁTI a STAROSTOVÉ_votes,504372
ANO 2011_votes,1001136
Svoboda a př. demokracie (SPD)_percent,10.26
"SPOLU – ODS, KDU-ČSL, TOP 09_percent",25.82
PIRÁTI a STAROSTOVÉ_percent,14.5
ANO 2011_percent,28.77
