,0
SOUCET_HLASU,31
Svoboda a př. demokracie (SPD)_votes,4
"SPOLU – ODS, KDU-ČSL, TOP 09_votes",9
PIRÁTI a STAROSTOVÉ_votes,5
ANO 2011_votes,7
Svoboda a př. demokracie (SPD)_percent,12.9
"SPOLU – ODS, KDU-ČSL, TOP 09_percent",29.03
PIRÁTI a STAROSTOVÉ_percent,16.13
ANO 2011_percent,22.58
