,0
SOUCET_HLASU,130
Svoboda a př. demokracie (SPD)_votes,19
"SPOLU – ODS, KDU-ČSL, TOP 09_votes",35
PIRÁTI a STAROSTOVÉ_votes,17
ANO 2011_votes,32
Svoboda a př. demokracie (SPD)_percent,14.62
"SPOLU – ODS, KDU-ČSL, TOP 09_percent",26.92
PIRÁTI a STAROSTOVÉ_percent,13.08
ANO 2011_percent,24.62
