,0
SOUCET_HLASU,261857
Svoboda a př. demokracie (SPD)_votes,28947
"SPOLU – ODS, KDU-ČSL, TOP 09_votes",62179
PIRÁTI a STAROSTOVÉ_votes,34703
ANO 2011_votes,79043
Svoboda a př. demokracie (SPD)_percent,11.05
"SPOLU – ODS, KDU-ČSL, TOP 09_percent",23.75
PIRÁTI a STAROSTOVÉ_percent,13.25
ANO 2011_percent,30.19
