,0
SOUCET_HLASU,4895422
Svoboda a př. demokracie (SPD)_votes,482548
"SPOLU – ODS, KDU-ČSL, TOP 09_votes",1321707
PIRÁTI a STAROSTOVÉ_votes,741572
ANO 2011_votes,1360037
Svoboda a př. demokracie (SPD)_percent,9.86
"SPOLU – ODS, KDU-ČSL, TOP 09_percent",27.0
PIRÁTI a STAROSTOVÉ_percent,15.15
ANO 2011_percent,27.78
