,0
SOUCET_HLASU,2306263
Svoboda a př. demokracie (SPD)_votes,242829
"SPOLU – ODS, KDU-ČSL, TOP 09_votes",577164
PIRÁTI a STAROSTOVÉ_votes,325909
ANO 2011_votes,677642
Svoboda a př. demokracie (SPD)_percent,10.53
"SPOLU – ODS, KDU-ČSL, TOP 09_percent",25.03
PIRÁTI a STAROSTOVÉ_percent,14.13
ANO 2011_percent,29.38
