,0
SOUCET_HLASU,4218450
Svoboda a př. demokracie (SPD)_votes,424366
"SPOLU – ODS, KDU-ČSL, TOP 09_votes",1113270
PIRÁTI a STAROSTOVÉ_votes,626801
ANO 2011_votes,1192391
Svoboda a př. demokracie (SPD)_percent,10.06
"SPOLU – ODS, KDU-ČSL, TOP 09_percent",26.39
PIRÁTI a STAROSTOVÉ_percent,14.86
ANO 2011_percent,28.27
