,0
SOUCET_HLASU,611848
Svoboda a př. demokracie (SPD)_votes,66717
"SPOLU – ODS, KDU-ČSL, TOP 09_votes",146476
PIRÁTI a STAROSTOVÉ_votes,82561
ANO 2011_votes,184087
Svoboda a př. demokracie (SPD)_percent,10.9
"SPOLU – ODS, KDU-ČSL, TOP 09_percent",23.94
PIRÁTI a STAROSTOVÉ_percent,13.49
ANO 2011_percent,30.09
