,0
SOUCET_HLASU,5288423
Svoboda a př. demokracie (SPD)_votes,509166
"SPOLU – ODS, KDU-ČSL, TOP 09_votes",1461494
PIRÁTI a STAROSTOVÉ_votes,818769
ANO 2011_votes,1442714
Svoboda a př. demokracie (SPD)_percent,9.63
"SPOLU – ODS, KDU-ČSL, TOP 09_percent",27.64
PIRÁTI a STAROSTOVÉ_percent,15.48
ANO 2011_percent,27.28
