,0
SOUCET_HLASU,1136142
Svoboda a př. demokracie (SPD)_votes,122912
"SPOLU – ODS, KDU-ČSL, TOP 09_votes",274969
PIRÁTI a STAROSTOVÉ_votes,155549
ANO 2011_votes,340307
Svoboda a př. demokracie (SPD)_percent,10.82
"SPOLU – ODS, KDU-ČSL, TOP 09_percent",24.2
PIRÁTI a STAROSTOVÉ_percent,13.69
ANO 2011_percent,29.95
