,0
SOUCET_HLASU,5333732
Svoboda a př. demokracie (SPD)_votes,511837
"SPOLU – ODS, KDU-ČSL, TOP 09_votes",1478338
PIRÁTI a STAROSTOVÉ_votes,828656
ANO 2011_votes,1451469
Svoboda a př. demokracie (SPD)_percent,9.6
"SPOLU – ODS, KDU-ČSL, TOP 09_percent",27.72
PIRÁTI a STAROSTOVÉ_percent,15.54
ANO 2011_percent,27.21
