,0
SOUCET_HLASU,4377
Svoboda a př. demokracie (SPD)_votes,460
"SPOLU – ODS, KDU-ČSL, TOP 09_votes",982
PIRÁTI a STAROSTOVÉ_votes,575
ANO 2011_votes,1338
Svoboda a př. demokracie (SPD)_percent,10.51
"SPOLU – ODS, KDU-ČSL, TOP 09_percent",22.44
PIRÁTI a STAROSTOVÉ_percent,13.14
ANO 2011_percent,30.57
