,0
SOUCET_HLASU,5260908
Svoboda a př. demokracie (SPD)_votes,507330
"SPOLU – ODS, KDU-ČSL, TOP 09_votes",1451221
PIRÁTI a STAROSTOVÉ_votes,812940
ANO 2011_votes,1437507
Svoboda a př. demokracie (SPD)_percent,9.64
"SPOLU – ODS, KDU-ČSL, TOP 09_percent",27.58
PIRÁTI a STAROSTOVÉ_percent,15.45
ANO 2011_percent,27.32
